TMTID(GPP),FSN,CHANGEDATE
1078534,"aluminium hydroxide 250 mg + kaolin 50 mg + magnesium trisilicate 350 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1078552,"aluminium hydroxide 250 mg + kaolin 50 mg + magnesium trisilicate 350 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190216
1045092,"aluminium hydroxide 250 mg/5 mL + magnesium hydroxide 100 mg/5 mL oral suspension, 240 mL bottle, 1 bottle (GPP)",20181217
1219784,"aluminium hydroxide 300 mg chewable tablet, 1000 tablet, 1 jar (GPP)",20211230
1047286,"aluminium hydroxide 320 mg/5 mL + magnesium hydroxide 110 mg/5 mL + simeticone 20 mg/5 mL oral suspension, 240 mL bottle (GPP)",20210604
1078510,"aluminium hydroxide 500 mg tablet, 100 tablet, 1 jar (GPP)",20190216
1150803,"aluminium hydroxide 500 mg tablet, 1000 tablet, 1 jar (GPP)",20200705
1117944,"aluminium hydroxide-magnesium carbonate co-dried gel 325 mg + dicycloverine hydrochloride 2.5 mg + simeticone 10 mg tablet, 500 tablet, 1 bottle (GPP)",20190701
1061673,"alverine citrate 60 mg + simeticone 300 mg capsule, soft, 10 capsule, 1 blister (GPP)",20191115
1131066,"alverine citrate 60 mg + simeticone 300 mg capsule, soft, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20191115
1061694,"alverine citrate 60 mg + simeticone 300 mg capsule, soft, 30 capsule (3 x 10 capsule blister), 1 box (GPP)",20191115
1285931,"amantadine hydrochloride 100 mg tablet, 10 tablet, 1 blister (GPP)",20231013
1285954,"amantadine hydrochloride 100 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20231013
1294725,"amaranthus hybridus allergen extract 14 mg/1 mL solution for skin-prick test, 1 bottle, 1 box (GPP)",20241018
1294702,"amaranthus hybridus allergen extract 14 mg/1 mL solution for skin-prick test, 5 mL bottle (GPP)",20240328
1169384,"ambroxol hydrochloride 15 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20201202
1169366,"ambroxol hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPP)",20201202
1090916,"ambroxol hydrochloride 30 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1107626,"ambroxol hydrochloride 30 mg tablet, 10 tablet, 1 strip (GPP)",20190411
1090937,"ambroxol hydrochloride 30 mg tablet, 250 tablet (25 x 10 tablet blister), 1 box (GPP)",20190216
1194128,"ambroxol hydrochloride 30 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20210715
1107642,"ambroxol hydrochloride 30 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190411
1231977,"ambroxol hydrochloride 30 mg tablet, 500 tablet, 1 jar (GPP)",20220413
1169425,"ambroxol hydrochloride 30 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20201202
1169402,"ambroxol hydrochloride 30 mg/5 mL syrup, 60 mL bottle (GPP)",20201202
1077574,"ambroxol hydrochloride 75 mg prolonged-release capsule, hard, 10 capsule, 1 blister (GPP)",20190216
1077590,"ambroxol hydrochloride 75 mg prolonged-release capsule, hard, 50 capsule (5 x 10 capsule blister), 1 box (GPP)",20190216
1293814,"american cockroach (periplaneta americana) allergen extract 50 mg/1 mL solution for skin-prick test, 1 bottle, 1 box (GPP)",20241018
1293795,"american cockroach (periplaneta americana) allergen extract 50 mg/1 mL solution for skin-prick test, 5 mL bottle (GPP)",20240328
1156734,"amikacin 2 g/100 mL eye drops, solution, 5 mL bottle (GPP)",20200801
1180172,"amikacin 250 mg/2 mL solution for injection, 1 x 2 mL vial, 1 box (GPP)",20210312
1110329,"amikacin 250 mg/2 mL solution for injection, 10 x 2 mL vial, 1 box (GPP)",20230715
1098039,"amikacin 250 mg/2 mL solution for injection, 100 x 2 mL vial, 1 box (GPP)",20190216
1180155,"amikacin 250 mg/2 mL solution for injection, 2 mL vial (GPP)",20210312
1180117,"amikacin 500 mg/2 mL solution for injection, 1 x 2 mL vial, 1 box (GPP)",20210312
1274399,"amikacin 500 mg/2 mL solution for injection, 10 x 2 mL vial, 1 box (GPP)",20230715
1098056,"amikacin 500 mg/2 mL solution for injection, 100 x 2 mL vial, 1 box (GPP)",20190216
1180091,"amikacin 500 mg/2 mL solution for injection, 2 mL vial (GPP)",20210312
1315294,"amikacin sulfate 2 g/100 mL eye drops, solution, 5 mL bottle (GPP)",20241129
1063118,"amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1081041,"amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1063139,"amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1258788,"amiloride hydrochloride 5 mg + hydrochlorothiazide 50 mg tablet, 500 tablet, 1 bottle (GPP)",20230401
1221075,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 1 L bag (GPP)",20220117
1221113,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 1.5 L bag (GPP)",20220117
1221034,"amino acids + dextrose + electrolytes + lipids emulsion for infusion, 650 mL bag (GPP)",20220113
1308296,"amino acids 10 g/100 mL + calcium gluconate 1.05 g/100 mL + dextrose 35 g/100 mL + dipotassium phosphate 1.74 g/100 mL + heparin 100 unit/100 mL + magnesium sulfate 380 g/100 mL + potassium chloride 1.5 g/100 mL + sodium acetate 2.72 g/100 mL + sodium chloride 1.17 g/100 mL + trace element 1.5 mL/100 mL + water soluble multivitamins 1 mL/100 mL + zinc sulfate 500 mcg/100 mL solution for infusion, 1 mL prefilled syr (GPP)",20241004
1308766,"amino acids 10 g/100 mL solution for infusion, 500 mL bag (GPP)",20240913
1151728,"amino acids 3 g/100 mL + dextrose 7.5 g/100 mL solution for infusion, 1 L bag (GPP)",20200719
1282830,"amino acids 34 g/1.026 L + dextrose 100 g/1.026 L + lipids 40 g/1.026 L emulsion for infusion, 1.026 L bag (GPP)",20230915
1282811,"amino acids 68 g/2.053 L + dextrose 200 g/2.053 L + lipids 80 g/2.053 L emulsion for infusion, 4 x 2.053 L bag, 1 (GPP)",20230915
1308671,"amino acids 7.2 g/100 mL solution for infusion, 200 mL bag (GPP)",20240913
1308709,"amino acids 7.2 g/100 mL solution for infusion, 500 mL bag (GPP)",20240913
1308732,"amino acids 8 g/100 mL solution for infusion, 500 mL bag (GPP)",20240913
1156775,"aminophylline 10 mg/1 mL oral solution, 25 mL bottle (GPP)",20200801
1197165,"aminophylline 100 mg tablet, 1000 tablet, 1 bottle (GPP)",20210813
1090835,"aminophylline 100 mg tablet, 1000 tablet, 1 jar (GPP)",20190216
1223481,"aminophylline 250 mg/10 mL solution for injection, 10 mL ampoule (GPP)",20220303
1110178,"aminophylline 250 mg/10 mL solution for injection, 50 x 10 mL ampoule, 1 box (GPP)",20220303
1097696,"amiodarone hydrochloride 150 mg/3 mL concentrate for solution for injection/infusion, 6 x 3 mL ampoule, 1 box (GPP)",20190216
1156845,"amiodarone hydrochloride 20 mg/1 mL oral suspension, 20 mL bottle (GPP)",20200801
1057835,"amiodarone hydrochloride 200 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1080778,"amiodarone hydrochloride 200 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1080807,"amiodarone hydrochloride 200 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1246289,"amiodarone hydrochloride 200 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20221104
1235480,"amiodarone hydrochloride 200 mg tablet, 15 tablet, 1 blister (GPP)",20220514
1235507,"amiodarone hydrochloride 200 mg tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20220514
1057857,"amiodarone hydrochloride 200 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1265752,"amiodarone hydrochloride 5 mg/1 mL oral suspension, 40 mL bottle (GPP)",20230617
1109750,"amisulpride 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190411
1109778,"amisulpride 100 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1109797,"amisulpride 400 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190411
1109811,"amisulpride 400 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1217753,"amitriptyline hydrochloride 10 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20211202
1073331,"amitriptyline hydrochloride 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1107494,"amitriptyline hydrochloride 10 mg film-coated tablet, 10 tablet, 1 strip (GPP)",20190411
1073354,"amitriptyline hydrochloride 10 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1107516,"amitriptyline hydrochloride 10 mg film-coated tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190411
1217730,"amitriptyline hydrochloride 25 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20211202
1107537,"amitriptyline hydrochloride 25 mg film-coated tablet, 10 tablet, 1 strip (GPP)",20190411
1089586,"amitriptyline hydrochloride 25 mg film-coated tablet, 1000 tablet, 1 bottle (GPP)",20190216
1107559,"amitriptyline hydrochloride 25 mg film-coated tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190411
1089604,"amitriptyline hydrochloride 25 mg film-coated tablet, 500 tablet, 1 bottle (GPP)",20190216
1109946,"amitriptyline hydrochloride 50 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20190411
1290040,"amivantamab 350 mg/7 mL concentrate for solution for infusion, 1 x 7 mL vial, 1 box (GPP)",20231228
1290029,"amivantamab 350 mg/7 mL concentrate for solution for infusion, 7 mL vial (GPP)",20231228
1265832,"amlodipine 1 mg/1 mL oral suspension, 30 mL bottle (GPP)",20230617
1316940,"amlodipine 1 mg/1 mL oral suspension, 60 mL bottle (GPP)",20241215
1056708,"amlodipine 10 mg + atorvastatin 10 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1056689,"amlodipine 10 mg + atorvastatin 10 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1108169,"amlodipine 10 mg + atorvastatin 20 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190411
1108148,"amlodipine 10 mg + atorvastatin 20 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190411
1228224,"amlodipine 10 mg + atorvastatin 40 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20220330
1082225,"amlodipine 10 mg + atorvastatin 40 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1253136,"amlodipine 10 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet, 14 tablet (2 x 7 tablet blister), 1 box (GPP)",20230203
1253115,"amlodipine 10 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20230203
1108698,"amlodipine 10 mg + perindopril arginine 5 mg tablet, 30 tablet, 1 jar (GPP)",20190411
1109967,"amlodipine 10 mg + telmisartan 80 mg tablet, 10 tablet, 1 blister (GPP)",20190411
1109980,"amlodipine 10 mg + telmisartan 80 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1059325,"amlodipine 10 mg + valsartan 160 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1059341,"amlodipine 10 mg + valsartan 160 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1050844,"amlodipine 10 mg tablet, 10 tablet, 1 blister (GPP)",20190120
1250101,"amlodipine 10 mg tablet, 10 tablet, 1 strip (GPP)",20221216
1050863,"amlodipine 10 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190120
1193097,"amlodipine 10 mg tablet, 100 tablet (10 x 10 tablet), 1 box (GPP)",20210703
1055594,"amlodipine 10 mg tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20190216
1081307,"amlodipine 10 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1123473,"amlodipine 10 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190829
1250129,"amlodipine 10 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20221216
1082202,"amlodipine 5 mg + atorvastatin 10 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1082182,"amlodipine 5 mg + atorvastatin 10 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1055616,"amlodipine 5 mg + benazepril 10 mg tablet, 14 tablet, 1 blister (GPP)",20190216
1055637,"amlodipine 5 mg + benazepril 10 mg tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1065497,"amlodipine 5 mg + candesartan cilexetil 8 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1065510,"amlodipine 5 mg + candesartan cilexetil 8 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1059421,"amlodipine 5 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1059409,"amlodipine 5 mg + hydrochlorothiazide 12.5 mg + valsartan 160 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1110449,"amlodipine 5 mg + losartan potassium 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190411
1110465,"amlodipine 5 mg + losartan potassium 100 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1110483,"amlodipine 5 mg + losartan potassium 50 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190411
1110505,"amlodipine 5 mg + losartan potassium 50 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1062392,"amlodipine 5 mg + olmesartan medoxomil 20 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1081714,"amlodipine 5 mg + olmesartan medoxomil 20 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1081733,"amlodipine 5 mg + olmesartan medoxomil 20 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1062411,"amlodipine 5 mg + olmesartan medoxomil 20 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1062430,"amlodipine 5 mg + olmesartan medoxomil 40 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1081751,"amlodipine 5 mg + olmesartan medoxomil 40 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1081779,"amlodipine 5 mg + olmesartan medoxomil 40 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1062453,"amlodipine 5 mg + olmesartan medoxomil 40 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1282692,"amlodipine 5 mg + perindopril arginine 10 mg tablet, 30 tablet (1 x 30 tablet jar), 1 box (GPP)",20230915
1282671,"amlodipine 5 mg + perindopril arginine 10 mg tablet, 30 tablet, 1 jar (GPP)",20230915
1057916,"amlodipine 5 mg + perindopril arginine 5 mg tablet, 30 tablet (1 x 30 tablet jar), 1 box (GPP)",20190216
1057890,"amlodipine 5 mg + perindopril arginine 5 mg tablet, 30 tablet, 1 jar (GPP)",20190216
1065339,"amlodipine 5 mg + telmisartan 40 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1065356,"amlodipine 5 mg + telmisartan 40 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1065373,"amlodipine 5 mg + telmisartan 80 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1065394,"amlodipine 5 mg + telmisartan 80 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1059360,"amlodipine 5 mg + valsartan 160 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1059387,"amlodipine 5 mg + valsartan 160 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1048570,"amlodipine 5 mg tablet, 10 tablet, 1 blister (GPP)",20190103
1140264,"amlodipine 5 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20200314
1048591,"amlodipine 5 mg tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20190103
1081278,"amlodipine 5 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1120979,"amlodipine 5 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190803
1185729,"ammonia 6.75 mg/100 mL + ammonium bicarbonate 2.5 mg/100 mL inhalation vapour, solution, 30 mL bottle (GPP)",20210331
1211035,"ammonia 6.75 mg/100 mL + ammonium bicarbonate 2.5 mg/100 mL inhalation vapour, solution, 450 mL bottle (GPP)",20211202
1186112,"ammonia 6.75 mL/100 mL + ammonium bicarbonate 2.5 g/100 mL inhalation vapour, solution, 450 mL bottle (GPP)",20210418
1324333,"ammonium carbonate 20 mg/5 mL + glycyrrhiza 0.25 mL/5 mL oral solution, 60 mL bottle (GPP)",20250301
1178699,"ammonium carbonate 3.4 g/100 mL + strong ammonia solution 3.6 mL/100 mL inhalation vapour, solution, 450 mL bottle (GPP)",20210226
1185701,"ammonium carbonate 3.4 g/100 mL + strong ammonia solution 3.6 mL/100 mL inhalation vapour, solution, 60 mL bottle (GPP)",20210331
1168864,"ammonium chloride 100 mg/5 mL + diphenhydramine hydrochloride 12 mg/5 mL + sodium citrate dihydrate 50 mg/5 mL syrup, 1 x 60 mL bottle, 1 box (GPP)",20220915
1168840,"ammonium chloride 100 mg/5 mL + diphenhydramine hydrochloride 12 mg/5 mL + sodium citrate dihydrate 50 mg/5 mL syrup, 60 mL bottle (GPP)",20220915
1047303,"ammonium chloride 110 mg/5 mL + sodium citrate 125 mg/5 mL oral solution, 60 mL bottle, 1 box (GPP)",20181217
1198689,"ammonium chloride 125 mg/5 mL + chlorphenamine maleate 2 mg/5 mL syrup, 60 mL bottle (GPP)",20210813
1131928,"ammonium chloride 125 mg/5 mL + chlorphenamine maleate 2.5 mg/5 mL syrup, 60 mL bottle, 1 bottle (GPP)",20191115
1131900,"ammonium chloride 125 mg/5 mL + chlorphenamine maleate 2.5 mg/5 mL syrup, 60 mL bottle, 1 box (GPP)",20191115
1242697,"ammonium chloride 125 mg/5 mL + diphenhydramine hydrochloride 12.5 mg/5 mL + sodium citrate dihydrate 50 mg/5 mL syrup, 60 mL bottle (GPP)",20220915
1097838,"amoxicillin 1 g + clavulanic acid 200 mg powder for solution for injection/infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20220303
1223793,"amoxicillin 1 g + clavulanic acid 200 mg powder for solution for injection/infusion, 1 vial (GPP)",20220303
1055922,"amoxicillin 1 g + clavulanic acid 62.5 mg prolonged-release tablet, 28 tablet (7 x 4 tablet blister), 1 box (GPP)",20190216
1055905,"amoxicillin 1 g + clavulanic acid 62.5 mg prolonged-release tablet, 4 tablet, 1 blister (GPP)",20190216
1194845,"amoxicillin 125 mg/5 mL powder for oral suspension, 1 x 60 mL bottle, 1 box (GPP)",20210715
1194821,"amoxicillin 125 mg/5 mL powder for oral suspension, 60 mL bottle (GPP)",20210715
1224349,"amoxicillin 200 mg/5 mL + clavulanic acid 28.5 mg/5 mL powder for oral suspension, 1 x 70 mL bottle, 1 box (GPP)",20220303
1224320,"amoxicillin 200 mg/5 mL + clavulanic acid 28.5 mg/5 mL powder for oral suspension, 70 mL bottle (GPP)",20220303
1224308,"amoxicillin 250 mg + clavulanic acid 125 mg film-coated tablet, 10 tablet (1 x 10 tablet blister), 1 box (GPP)",20220303
1083674,"amoxicillin 250 mg + clavulanic acid 125 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1109190,"amoxicillin 250 mg + clavulanic acid 125 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190411
1083690,"amoxicillin 250 mg + clavulanic acid 125 mg film-coated tablet, 20 tablet (2 x 10 tablet blister), 1 box (GPP)",20190216
1083753,"amoxicillin 250 mg + clavulanic acid 125 mg film-coated tablet, 50 tablet (5 x 10 tablet blister), 1 box (GPP)",20190216
1046879,"amoxicillin 250 mg capsule, hard, 10 capsule, 1 blister (GPP)",20181217
1107585,"amoxicillin 250 mg capsule, hard, 100 capsule (10 x 10 capsule blister), 1 box (GPP)",20190411
1155350,"amoxicillin 250 mg capsule, hard, 1000 capsule, 1 jar (GPP)",20200801
1046898,"amoxicillin 250 mg capsule, hard, 250 capsule (25 x 10 capsule blister), 1 box (GPP)",20181217
1110533,"amoxicillin 250 mg capsule, hard, 500 capsule (50 x 10 capsule blister), 1 box (GPP)",20190411
1216962,"amoxicillin 250 mg/5 mL powder for oral suspension, 1 x 60 mL bottle, 1 box (GPP)",20211202
1216943,"amoxicillin 250 mg/5 mL powder for oral suspension, 60 mL bottle (GPP)",20211202
1046378,"amoxicillin 400 mg/5 mL + clavulanic acid 57 mg/5 mL powder for oral suspension, 1 box (GPP)",20240831
