TMTID(GPP),FSN,CHANGEDATE
1099843,"artesunate 60 mg powder and solvent for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20211202
1211057,"artesunate 60 mg powder and solvent for solution for injection, 1 vial (GPP)",20211202
1286832,"AS01B adjuvant 50 mcg/0.5 mL suspension for suspension for injection [1 x 0.5 mL vial] (&) recombinant varicella zoster glycoprotein E vaccine 50 mcg powder and suspension for suspension for injection [1 x 1vial], 1 vial, 1 box (GPP)",20241005
1309124,"AS01B adjuvant 50 mcg/0.5 mL suspension for suspension for injection, 0.5 mL vial (GPP)",20241005
1305455,"AS01E adjuvant 50 mcg/0.5 mL suspension for suspension for injection [1 x 0.5 mL vial] (&) recombinant respiratory syncytial virus (RSV) vaccine 120 mcg powder and suspension for suspension for injection [1 x 1vial], 2 vial, 1 box (GPP)",20241018
1305440,"AS01E adjuvant 50 mcg/0.5 mL suspension for suspension for injection, 0.5 mL vial (GPP)",20241018
1185406,"asafoetida 20 g/100 mL cutaneous solution, 1 x 120 mL bottle, 1 box (GPP)",20210331
1167714,"asafoetida 20 g/100 mL cutaneous solution, 1 x 60 mL bottle, 1 box (GPP)",20201202
1185389,"asafoetida 20 g/100 mL cutaneous solution, 120 mL bottle (GPP)",20210331
1183588,"asafoetida 20 g/100 mL cutaneous solution, 15 mL bottle (GPP)",20210331
1183561,"asafoetida 20 g/100 mL cutaneous solution, 30 mL bottle (GPP)",20210331
1185423,"asafoetida 20 g/100 mL cutaneous solution, 450 mL bottle (GPP)",20210331
1167693,"asafoetida 20 g/100 mL cutaneous solution, 60 mL bottle (GPP)",20201202
1167751,"asafoetida 20 g/100 mL cutaneous solution, 60 mL roll-on container (GPP)",20201202
1235168,"ascorbic acid 100 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20220514
1235181,"ascorbic acid 100 mg coated tablet, 1000 tablet, 1 jar (GPP)",20220514
1276234,"ascorbic acid 100 mg tablet, 100 tablet, 1 bottle (GPP)",20230715
1184962,"ascorbic acid 100 mg tablet, 1000 tablet (50 x 20 tablet sachet), 1, 1000 tablet (50 x 20 tablet sachet), 1 box (GPP)",20221112
1050047,"ascorbic acid 100 mg tablet, 1000 tablet, 1 bottle (GPP)",20190120
1181689,"ascorbic acid 100 mg tablet, 1000 tablet, 1 jar (GPP)",20210312
1184943,"ascorbic acid 100 mg tablet, 20 tablet, 1 sachet (GPP)",20210331
1238033,"ascorbic acid 15 mg + cholecalciferol 300 iu + nicotinamide 7.5 mg + retinyl acetate 2500 iu + riboflavin 500 mcg + thiamine mononitrate 1 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20220618
1238014,"ascorbic acid 15 mg + cholecalciferol 300 iu + nicotinamide 7.5 mg + retinyl acetate 2500 iu + riboflavin 500 mcg + thiamine mononitrate 1 mg coated tablet, 150 tablet, 1 bottle (GPP)",20220618
1199446,"ascorbic acid 15 mg + colecalciferol 200 iu + nicotinamide 7.5 mg + retinol 2500 iu + riboflavin 1 mg + thiamine hydrochloride 1 mg coated tablet, 1000 tablet, 1 jar (GPP)",20210813
1130652,"ascorbic acid 15 mg + colecalciferol 300 iu + nicotinamide 7.5 mg + retinol 2500 iu + riboflavin 500 mcg + thiamine 1 mg coated tablet, 1000 tablet, 1 jar (GPP)",20191115
1316532,"ascorbic acid 15 mg + colecalciferol 300 iu + nicotinamide 7.5 mg + retinol 2500 iu + riboflavin 500 mcg + thiamine 1 mg film-coated tablet, 1000 tablet, bottle (GPP)",20241129
1237276,"ascorbic acid 15 mg + colecalciferol 400 iu + cyanocobalamin 10 mcg + nicotinamide 10 mg + pyridoxine hydrochloride 2 mg + retinol 5000 iu + riboflavin 2 mg + thiamine hydrochloride 5 mg coated tablet, 1000 tablet, 1 jar (GPP)",20220602
1220200,"ascorbic acid 15 mg + ergocalciferol 200 iu + niacinamide 7.5 mg + pyridoxine hydrochloride 500 mcg + retinol 2500 iu + riboflavin 1 mg + thiamine hydrochloride 1 mg coated tablet, 1000 tablet, 1 jar (GPP)",20211230
1206314,"ascorbic acid 20 mg + calcium phosphate 100 mg + cyanocobalamin 5 mcg + ferrous fumarate 200 mg + folic acid 100 mcg + nicotinamide 10 mg + riboflavin 2 mg + thiamine 2 mg film-coated tablet, 1000 tablet, 1 bottle (GPP)",20211029
1046814,"ascorbic acid 250 mg + copper 1 mg + tocopherol 200 iu + zinc 40 mg film-coated tablet, 30 tablet, 1 bottle (GPP)",20181217
1206071,"ascorbic acid 250 mg + sodium ascorbate 281.25 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20211029
1206092,"ascorbic acid 250 mg + sodium ascorbate 281.25 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20211029
1184904,"ascorbic acid 250 mg + sodium ascorbate 281.25 mg tablet, 15 tablet, 1 tube (GPP)",20210331
1184927,"ascorbic acid 250 mg + sodium ascorbate 281.25 mg tablet, 180 tablet (12 x 15 tablet tube), 1 box (GPP)",20210331
1109334,"ascorbic acid 30 mg + calcium pantothenate 3 mg + cyanocobalamin 1 mcg + d-alpha tocopherol 200 mcg + ergocalciferol 400 iu + folic acid 100 mcg + nicotinamide 10 mg + pyridoxine hydrochloride 1 mg + riboflavin 2 mg + thiamine mononitrate 5 mg + vitamin A acetate 5000 unit coated tablet, 1000 tablet, 1 bottle (GPP)",20190411
1182575,"ascorbic acid 300 mg + calcium d-pantothenate 15 mg + cyanocobalamin 25 mcg + d-alpha tocopherol 30 iu + folic acid 200 mcg + niacinamide 25 mg + pyridoxine hydrochloride 10 mg + riboflavin 15 mg + thiamine mononitrate 10 mg + zinc sulfate 80 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20210331
1108021,"ascorbic acid 300 mg + calcium d-pantothenate 15 mg + cyanocobalamin 25 mcg + d-alpha tocopherol 30 iu + folic acid 200 mcg + niacinamide 25 mg + pyridoxine hydrochloride 10 mg + riboflavin 15 mg + thiamine mononitrate 10 mg + zinc sulfate 80 mg film-coated tablet, 30 tablet, 1 bottle (GPP)",20190411
1182599,"ascorbic acid 300 mg + calcium d-pantothenate 15 mg + cyanocobalamin 25 mcg + d-alpha tocopherol 30 iu + folic acid 200 mcg + niacinamide 25 mg + pyridoxine hydrochloride 10 mg + riboflavin 15 mg + thiamine mononitrate 10 mg + zinc sulfate 80 mg film-coated tablet, 60 tablet (6 x 10 tablet blister), 1 box (GPP)",20210331
1251517,"ascorbic acid 50 mg tablet, 1000 tablet, 1 jar (GPP)",20230113
1251555,"ascorbic acid 50 mg tablet, 20 tablet, 1 sachet (GPP)",20230113
1251572,"ascorbic acid 50 mg tablet, 400 tablet (20 x 20 tablet sachet), 1 box (GPP)",20230113
1251538,"ascorbic acid 50 mg tablet, 50000 tablet (50 x 1000 tablet sachet), 1 box (GPP)",20230113
1218874,"ascorbic acid 500 mg film-coated tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20211202
1218857,"ascorbic acid 500 mg film-coated tablet, 100 tablet, 1 bottle (GPP)",20211202
1157069,"ascorbic acid 500 mg prolonged-release capsule, hard, 10 capsule, 1 strip (GPP)",20200801
1157082,"ascorbic acid 500 mg prolonged-release capsule, hard, 50 capsule (5 x 10 capsule strip), 1 box (GPP)",20200801
1144657,"ascorbic acid 500 mg tablet, 100 tablet, bottle (GPP)",20241129
1050006,"ascorbic acid 500 mg tablet, 500 tablet, 1 bottle (GPP)",20190120
1218680,"ascorbic acid 500 mg/2 mL solution for injection, 2 mL ampoule (GPP)",20211202
1110364,"ascorbic acid 500 mg/2 mL solution for injection, 50 x 2 mL ampoule, 1 box (GPP)",20211202
1050973,"ascorbic acid 750 mg tablet, 120 tablet (4 x 30 tablet blister), 1 box (GPP)",20190120
1050939,"ascorbic acid 750 mg tablet, 30 tablet, 1 blister (GPP)",20190120
1050956,"ascorbic acid 750 mg tablet, 60 tablet (2 x 30 tablet blister), 1 box (GPP)",20190120
1186702,"asparaginase 10000 iu powder for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20240516
1186681,"asparaginase 10000 iu powder for solution for infusion, 1 vial (GPP)",20240516
1057148,"aspirin 100 mg tablet, 30 tablet (1 x 30 tablet blister), 1 box (GPP)",20190216
1057124,"aspirin 100 mg tablet, 30 tablet, 1 blister (GPP)",20190216
1055265,"aspirin 25 mg + dipyridamole 200 mg prolonged-release capsule, hard, 60 capsule (1 x 60 capsule bottle), 1 box (GPP)",20190216
1055249,"aspirin 25 mg + dipyridamole 200 mg prolonged-release capsule, hard, 60 capsule, 1 bottle (GPP)",20190216
1087100,"aspirin 300 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1087128,"aspirin 300 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1071119,"aspirin 300 mg gastro-resistant tablet, 10 tablet, 1 strip (GPP)",20190216
1107822,"aspirin 300 mg gastro-resistant tablet, 1000 tablet, 1 bottle (GPP)",20190411
1071135,"aspirin 300 mg gastro-resistant tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190216
1207512,"aspirin 300 mg gastro-resistant tablet, 500 tablet, 1 jar (GPP)",20211110
1080352,"aspirin 75 mg + clopidogrel 75 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1080375,"aspirin 75 mg + clopidogrel 75 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1056085,"aspirin 81 mg gastro-resistant tablet, 10 tablet, 1 strip (GPP)",20190216
1056102,"aspirin 81 mg gastro-resistant tablet, 1000 tablet (100 x 10 tablet strip), 1 box (GPP)",20190216
1204213,"aspirin 81 mg tablet, 10 tablet, 1 strip (GPP)",20211014
1204232,"aspirin 81 mg tablet, 1000 tablet (100 x 10 tablet strip), 1 box (GPP)",20211014
1107805,"aspirin 81 mg tablet, 1000 tablet, 1 bottle (GPP)",20190411
1186154,"atazanavir 200 mg capsule, hard, 6 capsule, 1 blister (GPP)",20210418
1084652,"atazanavir 200 mg capsule, hard, 60 capsule (1 x 60 capsule bottle), 1 box (GPP)",20190216
1186177,"atazanavir 200 mg capsule, hard, 60 capsule (10 x 6 capsule blister), 1 box (GPP)",20210418
1084634,"atazanavir 200 mg capsule, hard, 60 capsule, 1 bottle (GPP)",20190216
1063932,"atazanavir 300 mg capsule, hard, 30 capsule (1 x 30 capsule bottle), 1 box (GPP)",20190216
1186235,"atazanavir 300 mg capsule, hard, 30 capsule (5 x 6 capsule blister), 1 box (GPP)",20210418
1063913,"atazanavir 300 mg capsule, hard, 30 capsule, 1 bottle (GPP)",20190216
1186219,"atazanavir 300 mg capsule, hard, 6 capsule, 1 blister (GPP)",20210418
1063276,"atenolol 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1193176,"atenolol 100 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20210703
1063295,"atenolol 100 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1265907,"atenolol 2 mg/1 mL oral suspension, 25 mL bottle (GPP)",20230617
1063314,"atenolol 25 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1249748,"atenolol 25 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20221202
1063333,"atenolol 25 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1063351,"atenolol 50 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1216326,"atenolol 50 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1063379,"atenolol 50 mg film-coated tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1282541,"atezolizumab 1.2 g/20 mL concentrate for solution for infusion, 1 x 20 mL vial, 1 box (GPP)",20230915
1282525,"atezolizumab 1.2 g/20 mL concentrate for solution for infusion, 20 mL vial (GPP)",20230915
1307197,"atezolizumab 1.875 g/15 mL solution for injection, 1 box (GPP)",20240831
1307178,"atezolizumab 1.875 g/15 mL solution for injection, 15 mL vial (GPP)",20240831
1121733,"atezolizumab 840 mg/14 mL concentrate for solution for infusion, 14 mL vial, 1 box (GPP)",20190803
1089909,"atomoxetine 10 mg capsule, hard, 14 capsule, 1 blister (GPP)",20190216
1089921,"atomoxetine 10 mg capsule, hard, 28 capsule (2 x 14 capsule blister), 1 box (GPP)",20190216
1089945,"atomoxetine 18 mg capsule, hard, 14 capsule, 1 blister (GPP)",20190216
1089966,"atomoxetine 18 mg capsule, hard, 28 capsule (2 x 14 capsule blister), 1 box (GPP)",20190216
1089984,"atomoxetine 25 mg capsule, hard, 14 capsule, 1 blister (GPP)",20190216
1090009,"atomoxetine 25 mg capsule, hard, 28 capsule (2 x 14 capsule blister), 1 box (GPP)",20190216
1090021,"atomoxetine 40 mg capsule, hard, 14 capsule, 1 blister (GPP)",20190216
1090045,"atomoxetine 40 mg capsule, hard, 28 capsule (2 x 14 capsule blister), 1 box (GPP)",20190216
1090084,"atomoxetine 60 mg capsule, hard, 28 capsule (4 x 7 capsule blister), 1 box (GPP)",20190216
1090066,"atomoxetine 60 mg capsule, hard, 7 capsule, 1 blister (GPP)",20190216
1119608,"atorvastatin 10 mg + ezetimibe 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190714
1119620,"atorvastatin 10 mg + ezetimibe 10 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190714
1044470,"atorvastatin 10 mg film-coated tablet, 10 tablet blister (GPP)",20240714
1061251,"atorvastatin 10 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1044491,"atorvastatin 10 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20181216
1245725,"atorvastatin 20 mg + ezetimibe 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20221104
1245741,"atorvastatin 20 mg + ezetimibe 10 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20221104
1055807,"atorvastatin 20 mg film-coated tablet, 10 blister, 1 box (GPP)",20250313
1044539,"atorvastatin 20 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20250313
1044556,"atorvastatin 20 mg film-coated tablet, 3 blister, 1 box (GPP)",20250313
1245804,"atorvastatin 40 mg + ezetimibe 10 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20221104
1245827,"atorvastatin 40 mg + ezetimibe 10 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20221104
1044594,"atorvastatin 40 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20181216
1132981,"atorvastatin 40 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20191127
1044616,"atorvastatin 40 mg film-coated tablet, 3 blister, 1 box (GPP)",20250301
1044659,"atorvastatin 80 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20181216
1211116,"atorvastatin 80 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20211202
1044671,"atorvastatin 80 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20181216
1234030,"atosiban 37.5 mg/5 mL concentrate for solution for infusion, 1 x 5 mL vial, 1 box (GPP)",20220428
1234011,"atosiban 37.5 mg/5 mL concentrate for solution for infusion, 5 mL vial (GPP)",20220428
1314700,"atracurium besilate 25 mg/2.5 mL solution for injection/infusion, 2.5 mL ampoule (GPP)",20241117
1099804,"atracurium besilate 25 mg/2.5 mL solution for injection/infusion, 5 ampoule, 1 box (GPP)",20241117
1314744,"atracurium besilate 50 mg/5 mL solution for injection/infusion, 5 ampoule, 1 box (GPP)",20241117
1314728,"atracurium besilate 50 mg/5 mL solution for injection/infusion, 5 mL ampoule (GPP)",20241117
1320842,"atropine sulfate 1 g/100 mL eye drops, solution, 0.5 mL unit dose (GPP)",20250118
1224911,"atropine sulfate 1 g/100 mL eye drops, solution, 1 x 5 mL bottle, 1 box (GPP)",20220303
1320861,"atropine sulfate 1 g/100 mL eye drops, solution, 30 unit dose, 1 box (GPP)",20250118
1224897,"atropine sulfate 1 g/100 mL eye drops, solution, 5 mL bottle (GPP)",20220303
1129295,"atropine sulfate 1 mg/1 mL solution for injection, 50 x 1 mL ampoule, 1 box (GPP)",20191019
1320959,"atropine sulfate 10 mg/100 mL eye drops, solution, 0.3 mL unit dose (GPP)",20250118
1157677,"atropine sulfate 10 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20200815
1320971,"atropine sulfate 10 mg/100 mL eye drops, solution, 30 unit dose, 1 box (GPP)",20250118
1322277,"atropine sulfate 10 mg/100 mL eye drops, solution, 5 mL bottle (GPP)",20250201
1265976,"atropine sulfate 25 mg/100 mL ear/eye drops, solution, 10 mL bottle (GPP)",20230617
1266025,"atropine sulfate 500 mg/100 mL eye drops, solution, 10 mL bottle (GPP)",20230617
1211137,"atropine sulfate 600 mcg/1 mL solution for injection, 1 mL ampoule (GPP)",20211202
1077672,"atropine sulfate 600 mcg/1 mL solution for injection, 50 x 1 mL ampoule, 1 box (GPP)",20211202
1258420,"avibactam 500 mcg + ceftazidime 2 g powder for concentrate for solution for infusion, 1 vial (GPP)",20230316
1258449,"avibactam 500 mcg + ceftazidime 2 g powder for concentrate for solution for infusion, 10 vial (10 x 1 vial), 1 box (GPP)",20230316
1232150,"avibactam 500 mg + ceftazidime 2 g powder for concentrate for solution for infusion, 1 vial (GPP)",20220413
1133620,"avibactam 500 mg + ceftazidime 2 g powder for concentrate for solution for infusion, 10 vial (10 x 1 vial), 1 box (GPP)",20220413
1086076,"axitinib 1 mg film-coated tablet, 14 tablet (1 x 14 tablet blister), 1 box (GPP)",20190216
1086053,"axitinib 1 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1086114,"axitinib 5 mg film-coated tablet, 14 tablet (1 x 14 tablet blister), 1 box (GPP)",20190216
1086095,"axitinib 5 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1044174,"azacitidine 100 mg powder for suspension for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20210418
1186257,"azacitidine 100 mg powder for suspension for injection, 1 vial (GPP)",20210418
1293528,"azacitidine 200 mg film-coated tablet, 7 tablet (1 x 7 tablet blister), 1 box (GPP)",20240313
1293500,"azacitidine 200 mg film-coated tablet, 7 tablet blister (GPP)",20240313
1293619,"azacitidine 300 mg film-coated tablet, 7 tablet (1 x 7 tablet blister), 1 box (GPP)",20240313
1293592,"azacitidine 300 mg film-coated tablet, 7 tablet blister (GPP)",20240313
1069778,"azathioprine 50 mg film-coated tablet, 10 blister, 1 box (GPP)",20240913
1069750,"azathioprine 50 mg film-coated tablet, 10 tablet, blister (GPP)",20240913
1069811,"azathioprine 50 mg film-coated tablet, 100 tablet (4 x 25 tablet blister), 1 box (GPP)",20190216
1069797,"azathioprine 50 mg film-coated tablet, 25 tablet, 1 blister (GPP)",20190216
1107949,"azathioprine 50 mg tablet, 10 tablet, 1 blister (GPP)",20190411
1107965,"azathioprine 50 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190411
1134922,"azelaic acid 20 g/100 g cream, 1 x 30 g tube, 1 box (GPP)",20210211
1176499,"azelaic acid 20 g/100 g cream, 30 g tube (GPP)",20210211
1272503,"azelastine hydrochloride 137 mcg/1 actuation + fluticasone propionate 50 mcg/1 actuation nasal spray, suspension, 1 x 120 actuation bottle, 1 box (GPP)",20230701
1272485,"azelastine hydrochloride 137 mcg/1 actuation + fluticasone propionate 50 mcg/1 actuation nasal spray, suspension, 120 actuation bottle (GPP)",20230701
1123898,"azilsartan medoxomil 40 mg + chlortalidone 12.5 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190829
1123912,"azilsartan medoxomil 40 mg + chlortalidone 12.5 mg film-coated tablet, 2 blister, 1 box (GPP)",20250215
1058983,"azilsartan medoxomil 40 mg + chlortalidone 12.5 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1058965,"azilsartan medoxomil 40 mg + chlortalidone 12.5 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1118332,"azilsartan medoxomil 40 mg tablet, 14 tablet, 1 blister (GPP)",20190628
1118350,"azilsartan medoxomil 40 mg tablet, 2 blister, 1 box (GPP)",20250215
1058908,"azilsartan medoxomil 40 mg tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1058880,"azilsartan medoxomil 40 mg tablet, 7 tablet, 1 blister (GPP)",20190216
1123833,"azilsartan medoxomil 80 mg tablet, 14 tablet, 1 blister (GPP)",20190829
1123851,"azilsartan medoxomil 80 mg tablet, 2 blister, 1 box (GPP)",20250215
1058949,"azilsartan medoxomil 80 mg tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1058920,"azilsartan medoxomil 80 mg tablet, 7 tablet, 1 blister (GPP)",20190216
1213230,"azithromycin 100 mg/5 mL powder for oral suspension, 1 x 15 mL bottle, 1 box (GPP)",20211202
1213211,"azithromycin 100 mg/5 mL powder for oral suspension, 15 mL bottle (GPP)",20211202
1101438,"azithromycin 200 mg/5 mL powder for oral suspension, 1 x 15 mL bottle, 1 box (GPP)",20211202
1211163,"azithromycin 200 mg/5 mL powder for oral suspension, 15 mL bottle (GPP)",20211202
1084316,"azithromycin 250 mg capsule, hard, 6 capsule (1 x 6 capsule blister), 1 box (GPP)",20190216
1059568,"azithromycin 250 mg capsule, hard, 6 capsule, 1 blister (GPP)",20190216
1059581,"azithromycin 250 mg capsule, hard, 60 capsule (10 x 6 capsule blister), 1 box (GPP)",20190216
1101396,"azithromycin 250 mg film-coated tablet, 6 tablet (1 x 6 tablet blister), 1 box (GPP)",20190315
1101377,"azithromycin 250 mg film-coated tablet, 6 tablet blister (GPP)",20240615
1099014,"azithromycin 500 mg powder for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20220303
1223549,"azithromycin 500 mg powder for solution for infusion, 1 vial (GPP)",20220303
1104863,"bacillus of calmette and guerin, live attenuated 200000000 cfu powder and solvent for suspension for injection, 1 vial, 1 box (GPP)",20190331
1070615,"baclofen 10 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1178891,"baclofen 10 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20210226
1070636,"baclofen 10 mg tablet, 200 tablet (20 x 10 tablet blister), 1 box (GPP)",20190216
1236107,"baclofen 10 mg tablet, 50 tablet (5 x 10 tablet blister), 1 box (GPP)",20220514
1156953,"baclofen 2 mg/1 mL oral suspension, 30 mL bottle (GPP)",20200801
1048042,"bacterial lysate 50 mg sublingual tablet, 10 tablet (1 x 10 tablet blister), 1 box (GPP)",20181217
1048026,"bacterial lysate 50 mg sublingual tablet, 10 tablet, 1 blister (GPP)",20181217
1122078,"baloxavir marboxil 20 mg film-coated tablet, 2 tablet (1 x 2 tablet blister), 1 box (GPP)",20190803
1122050,"baloxavir marboxil 20 mg film-coated tablet, 2 tablet, 1 blister (GPP)",20190803
1090793,"bambuterol hydrochloride 10 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1090819,"bambuterol hydrochloride 10 mg tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1113020,"baricitinib 2 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190516
1113008,"baricitinib 2 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190516
1113110,"baricitinib 4 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190516
1113096,"baricitinib 4 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190516
1211214,"barium sulfate 30 g/100 mL powder for oral suspension, 20 mL bottle (GPP)",20211202
1112246,"barium sulfate 30 g/100 mL powder for oral suspension, 3 x 20 mL bottle, 1 box (GPP)",20211202
1227328,"basiliximab 20 mg powder for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20220316
1227300,"basiliximab 20 mg powder for solution for injection, 1 vial (GPP)",20220316
1206457,"BDDE-crosslinked sodium hyaluronate 60 mg/3 mL gel for injection, 1 x 3 mL prefilled syr, 1 box (GPP)",20211029
1206435,"BDDE-crosslinked sodium hyaluronate 60 mg/3 mL gel for injection, 3 mL prefilled syr (GPP)",20211029
1154731,"beclometasone dipropionate 50 mcg/1 dose nasal spray, suspension, 1 x 200 dose bottle, 1 box (GPP)",20200803
1154712,"beclometasone dipropionate 50 mcg/1 dose nasal spray, suspension, 200 dose bottle (GPP)",20200803
1136642,"bedaquiline 100 mg tablet, 188 tablet (1 x 188 tablet bottle), 1 box (GPP)",20200213
1136626,"bedaquiline 100 mg tablet, 188 tablet, bottle (GPP)",20240802
1087185,"belladonna dry extract 10 mg + ergotamine tartrate 300 mcg + phenobarbitone 20 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1087205,"belladonna dry extract 10 mg + ergotamine tartrate 300 mcg + phenobarbitone 20 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20190216
1121590,"bemiparin sodium 10000 iu/0.4 mL solution for injection, 2 x 0.4 mL prefilled syr, 1 box (GPP)",20210129
1172788,"bemiparin sodium 2500 iu/0.2 mL solution for injection, 0.2 mL prefilled syr (GPP)",20210129
1172800,"bemiparin sodium 2500 iu/0.2 mL solution for injection, 2 x 0.2 mL prefilled syr, 1 box (GPP)",20210129
1198461,"bemiparin sodium 3500 iu/0.2 mL solution for injection, 0.2 mL prefilled syr (GPP)",20210813
1121382,"bemiparin sodium 3500 iu/0.2 mL solution for injection, 2 x 0.2 mL prefilled syr, 1 box (GPP)",20210813
1121459,"bemiparin sodium 5000 iu/0.2 mL solution for injection, 2 x 0.2 mL prefilled syr, 1 box (GPP)",20210129
1198442,"bemiparin sodium 7500 iu/0.3 mL solution for injection, 0.3 mL prefilled syr (GPP)",20210813
1121526,"bemiparin sodium 7500 iu/0.3 mL solution for injection, 2 x 0.3 mL prefilled syr, 1 box (GPP)",20210813
1307289,"bempedoic acid 180 mg + ezetimibe 10 mg film-coated tablet, 1 box (GPP)",20240831
1307262,"bempedoic acid 180 mg + ezetimibe 10 mg film-coated tablet, 10 tablet, blister (GPP)",20240831
1305948,"bempedoic acid 180 mg film-coated tablet, 1 box (GPP)",20240831
1305924,"bempedoic acid 180 mg film-coated tablet, 10 tablet, blister (GPP)",20240831
1229763,"bendamustine hydrochloride 100 mg powder for concentrate for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20220330
1229744,"bendamustine hydrochloride 100 mg powder for concentrate for solution for infusion, 1 vial (GPP)",20220330
1229728,"bendamustine hydrochloride 25 mg powder for concentrate for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20220330
1229700,"bendamustine hydrochloride 25 mg powder for concentrate for solution for infusion, 1 vial (GPP)",20220330
1053666,"benfotiamine 150 mg coated tablet, 10 tablet, 1 blister (GPP)",20190216
1053684,"benfotiamine 150 mg coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1124756,"benralizumab 30 mg/1 mL solution for injection, 1 mL prefilled syr, 1 box (GPP)",20190913
1072217,"benserazide 25 mg + levodopa 100 mg dispersible tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20190216
1072199,"benserazide 25 mg + levodopa 100 mg dispersible tablet, 100 tablet, 1 bottle (GPP)",20190216
1072293,"benserazide 25 mg + levodopa 100 mg prolonged-release capsule, hard, 100 capsule (1 x 100 capsule bottle), 1 box (GPP)",20190216
1072272,"benserazide 25 mg + levodopa 100 mg prolonged-release capsule, hard, 100 capsule, 1 bottle (GPP)",20190216
1325880,"benserazide 50 mg + levodopa 200 mg tablet, 10 blister, 1 box (GPP)",20250313
1325867,"benserazide 50 mg + levodopa 200 mg tablet, 10 tablet, 1 blister (GPP)",20250313
