TMTID(GP),FSN,CHANGEDATE
752381,magnesium sulfate 4 g/20 mL solution for injection/infusion (GP),20190411
705167,magnesium sulfate 40 g/100 mL oral solution (GP),20140118
406861,magnesium sulfate 5 g + niclosamide 500 mg tablet (GP),20130805
736494,magnesium sulfate 5 g/10 mL solution for injection/infusion (GP),20190713
708336,magnesium sulfate 50 g/100 mL oral solution (GP),20140118
923130,magnesium sulfate 50 mg/100 mL oral solution (GP),20190411
775759,malayan krait antivenin 400 mcg/1 mL powder and solvent for solution for injection (GP),20160214
769949,malayan pit viper antivenin 1.6 mg/1 mL powder and solvent for solution for injection (GP),20160214
216494,manidipine hydrochloride 10 mg tablet (GP),20130627
216516,manidipine hydrochloride 20 mg tablet (GP),20130627
567501,mannitol 10 g/100 mL solution for infusion (GP),20160214
520782,mannitol 20 g/100 mL solution for infusion (GP),20160305
567847,mannitol 25 g/100 mL solution for infusion (GP),20160214
644048,maraviroc 150 mg film-coated tablet (GP),20131005
644095,maraviroc 300 mg film-coated tablet (GP),20131005
1107101,measle 1000 ccid50 + mumps 1000 ccid50 + rubella 1000 ccid50 powder and solvent for solution for injection (GP),20190411
1101527,measle 1000 ccid50 + mumps 5000 ccid50 + rubella 1000 ccid50 powder and solvent for solution for injection (GP),20190315
1042002,"measle 1000 tcid50 + mumps 20000 tcid50 + rubella 1000 tcid50 + varicella zoster, live attenuated 10000 pfu powder and solvent for suspension for injection (GP)",20190301
1008695,measle 1000 tcid50 + mumps 5000 tcid50 + rubella 1000 tcid50 powder and solvent for solution for injection (GP),20170602
571039,"measle 1000 tcid50/0.5 mL + mumps 5000 tcid50/0.5 mL + rubella 1000 tcid50/0.5 mL + varicella zoster, live attenuated 1000 pfu/0.5 mL solution for injection (GP)",20170604
1231015,measle 1000 tcid50/0.5 mL + mumps 5000 tcid50/0.5 mL + rubella 1000 tcid50/0.5 mL powder and solvent for solution for injection (GP),20220413
570807,measle 1000 tcid50/0.5 mL + mumps 5000 tcid50/0.5 mL + rubella 1000 tcid50/0.5 mL solution for injection (GP),20220413
1132542,measle 1000 tcid50/0.5 mL + rubella 1000 tcid50/0.5 mL powder and solvent for solution for injection (GP),20191127
567932,measle 1000 tcid50/0.5 mL + rubella 1000 tcid50/0.5 mL solution for injection (GP),20131005
979329,"measle virus, live attenuated (CAM-70) 1000 ccid50 powder and solvent for suspension for injection (GP)",20190318
838522,"measle virus, live attenuated (schwarz strain) 1000 tcid50/0.5 mL solution for injection (GP)",20140817
324394,mebendazole 100 mg chewable tablet (GP),20130805
352429,mebendazole 100 mg film-coated tablet (GP),20130805
236673,mebendazole 100 mg tablet (GP),20130805
619460,mebendazole 100 mg/5 mL oral suspension (GP),20131005
619563,mebendazole 100 mg/5 mL syrup (GP),20131005
321635,mebendazole 300 mg film-coated tablet (GP),20130805
469662,mebendazole 300 mg tablet (GP),20130805
331925,mebendazole 500 mg chewable tablet (GP),20130805
286531,mebendazole 500 mg film-coated tablet (GP),20130805
259009,mebendazole 500 mg tablet (GP),20130805
319520,mebeverine hydrochloride 100 mg tablet (GP),20171116
292687,mebeverine hydrochloride 135 mg coated tablet (GP),20170902
319565,mebeverine hydrochloride 135 mg film-coated tablet (GP),20170902
292747,mebeverine hydrochloride 135 mg tablet (GP),20170902
292799,"mebeverine hydrochloride 200 mg capsule, hard (GP)",20171116
1019729,"mebeverine hydrochloride 200 mg prolonged-release capsule, hard (GP)",20171120
384843,"mebhydrolin 50 mg capsule, hard (GP)",20170902
369017,mecobalamin 1.5 mg film-coated tablet (GP),20130805
345037,"mecobalamin 500 mcg capsule, hard (GP)",20130805
369415,mecobalamin 500 mcg coated tablet (GP),20130805
355895,mecobalamin 500 mcg film-coated tablet (GP),20130805
257800,mecobalamin 500 mcg tablet (GP),20130805
568005,mecobalamin 500 mcg/1 mL solution for injection (GP),20131005
369980,"medazepam 10 mg capsule, hard (GP)",20130805
370028,"medazepam 5 mg capsule, hard (GP)",20130805
276168,medazepam 5 mg tablet (GP),20130805
1040079,medium chain triglycerides + soya oil emulsion for infusion (GP),20181010
807986,medium chain triglycerides 100 g/1 L + omega-3 acid triglycerides 20 g/1 L + soya oil 80 g/1 L emulsion for infusion (GP),20181010
991557,medium chain triglycerides oral liquid (GP),20160731
711509,medium chain triglycerides oral solution (GP),20181103
974093,"medroxyprogesterone acetate 1 g/100 mL eye drops, solution (GP)",20160129
987677,"medroxyprogesterone acetate 1 g/100 mL eye drops, suspension (GP)",20160605
216528,medroxyprogesterone acetate 10 mg tablet (GP),20130627
683327,medroxyprogesterone acetate 104 mg/0.65 mL suspension for injection (GP),20140104
216537,medroxyprogesterone acetate 150 mg/1 mL suspension for injection (GP),20150805
216571,medroxyprogesterone acetate 150 mg/3 mL suspension for injection (GP),20160214
216559,medroxyprogesterone acetate 2.5 mg tablet (GP),20130627
216563,medroxyprogesterone acetate 5 mg tablet (GP),20130627
216585,medroxyprogesterone acetate 500 mg tablet (GP),20130627
216603,medroxyprogesterone acetate 500 mg/2.5 mL suspension for injection (GP),20150805
697231,mefenamic acid 250 mg + orphenadrine citrate 35 mg film-coated tablet (GP),20140118
696773,"mefenamic acid 250 mg capsule, hard (GP)",20150703
216626,mefenamic acid 250 mg film-coated tablet (GP),20130627
216635,mefenamic acid 250 mg tablet (GP),20130627
216642,"mefenamic acid 500 mg capsule, hard (GP)",20150703
216661,mefenamic acid 500 mg film-coated tablet (GP),20130627
216657,mefenamic acid 500 mg gastro-resistant tablet (GP),20141102
216674,mefenamic acid 500 mg tablet (GP),20130627
659415,mefloquine 250 mg tablet (GP),20131102
216688,megestrol acetate 160 mg tablet (GP),20130627
216707,megestrol acetate 40 mg tablet (GP),20130627
216690,megestrol acetate 40 mg/1 mL oral suspension (GP),20130627
832180,meglumine gadopentetate 469 mg/1 mL solution for injection (GP),20140803
285083,melatonin 2 mg prolonged-release tablet (GP),20130805
216711,meloxicam 15 mg solution for injection (GP),20141118
216724,meloxicam 15 mg tablet (GP),20130627
216730,meloxicam 7.5 mg tablet (GP),20130627
216748,melphalan 2 mg film-coated tablet (GP),20130627
1273864,melphalan 50 mg powder and solvent for concentrate for solution for infusion (GP),20230701
216769,melphalan 50 mg powder and solvent for solution for injection/infusion (GP),20160127
320088,memantine hydrochloride 10 mg film-coated tablet (GP),20170916
733654,memantine hydrochloride 10 mg tablet (GP),20140202
656887,memantine hydrochloride 10 mg/1 mL oral solution (GP),20170616
733612,memantine hydrochloride 20 mg film-coated tablet (GP),20140519
1018001,menadione sodium bisulfite 10 mg/1 mL solution for injection (GP),20171103
335158,"menatetrenone 15 mg capsule, soft (GP)",20130805
1299823,meningococcal group A polysaccharide 10 mcg/0.5 mL + meningococcal group C polysaccharide 10 mcg/0.5 mL + meningococcal group W polysaccharide 10 mcg/0.5 mL + meningococcal group Y polysaccharide 10 mcg/0.5 mL + tetanus toxoid carrier protein 55 mcg/0.5 mL solution for injection (GP),20240615
856270,meningococcal polysaccharide group A 4 mcg/500 mcL + meningococcal polysaccharide group C 4 mcg/500 mcL + meningococcal polysaccharide group W135 4 mcg/500 mcL + meningococcal polysaccharide group Y 4 mcg/500 mcL solution for injection (GP),20141019
673359,meningococcal polysaccharide group A 50 mcg + meningococcal polysaccharide group C 50 mcg + meningococcal polysaccharide group W135 50 mcg + meningococcal polysaccharide group Y 50 mcg powder and solvent for suspension for injection (GP),20131215
908642,"meningococcus, tetravalent purified polysaccharides antigen conjugated lyophilisate and solvent for solution for injection (GP)",20150228
510182,menthol 10 g/100 g + methyl salicylate 15 g/100 g cream (GP),20130830
821677,menthol 176 mcg/15 mL + phenyl salicylate 2 mg/15 mL oral suspension (GP),20140705
620385,menthol 180 mg/100 mL + phenyl salicylate 2 g/100 mL oral emulsion (GP),20131005
1222043,menthol 2 g/100 g cream (GP),20220203
510294,menthol 22.5 g/100 mL + methyl salicylate 3 mL/100 mL cutaneous liquid (GP),20130830
1115436,menthol 22.5 mg/15 mL + salol 225 mg/15 mL oral suspension (GP),20190614
635580,menthol 26.4 mg/15 mL + phenyl salicylate 300 mg/15 mL oral suspension (GP),20131005
1053264,menthol 3.4 mg lozenge (GP),20190216
946580,menthol 4 g/100 g cream (GP),20150601
738850,menthol 4 g/100 g gel (GP),20140214
933375,menthol 4 mcg/100 mL + sodium chloride 1 g/100 mL gargle/mouthwash (GP),20150502
914477,menthol 4 mcg/100 mL + sodium chloride 2.93 g gargle/mouthwash (GP),20150801
1124955,menthol 4 mg/100 mL + sodium chloride 900 mg/100 mL gargle/mouthwash (GP),20190913
510013,menthol 40 g/100 mL cutaneous solution (GP),20130830
718635,menthol 5 mg lozenge (GP),20140118
523588,menthol 5 mg/100 mL suspension and solution for spray (GP),20130914
529982,"menthol 50 g/100 mL nasal spray, solution (GP)",20130914
933979,menthol 6.67 g/100 g + methyl salicylate 45 mL/100 g ointment (GP),20150503
510239,menthol 7 g/100 g + methyl salicylate 15 g/100 g cream (GP),20130830
1127527,menthol 7 g/100 g gel (GP),20191004
1028371,menthol 7 mg/100 mL + methyl salicylate 12 mL/100 mL cream (GP),20180505
568079,mepivacaine hydrochloride 3 g/100 mL solution for injection (GP),20160128
1322055,mepolizumab 100 mg/1 mL solution for injection (GP),20250201
953849,merbromin 2 g/100 mL cutaneous solution (GP),20150716
976912,"merbromin 20 mg/100 mL + thiomersal 100 mg/100 mL ear drops, solution (GP)",20160307
1272158,"mercaptamine 150 mg capsule, hard (GP)",20230701
216776,mercaptopurine 50 mg tablet (GP),20130627
944225,meropenem 1 g powder for solution for injection/infusion (GP),20150601
944260,meropenem 500 mg powder for solution for injection/infusion (GP),20150601
834792,mesalazine 1 g prolonged-release granules (GP),20160430
1138625,mesalazine 1 g prolonged-release tablet (GP),20200227
407529,mesalazine 1 g suppository (GP),20130805
848414,mesalazine 1 g/100 mL rectal suspension (GP),20140914
1161399,mesalazine 1.2 g prolonged-release tablet (GP),20200920
1137569,mesalazine 1.5 g/2.79 g gastro-resistant granules (GP),20200213
834841,mesalazine 2 g prolonged-release granules (GP),20160430
436691,mesalazine 250 mg gastro-resistant tablet (GP),20160430
436731,mesalazine 250 mg suppository (GP),20130805
524970,mesalazine 4 g/60 mL rectal suspension (GP),20170616
647720,mesalazine 400 mg gastro-resistant tablet (GP),20131005
436810,mesalazine 500 mg gastro-resistant tablet (GP),20160430
407435,mesalazine 500 mg prolonged-release tablet (GP),20130805
436852,mesalazine 500 mg suppository (GP),20130805
569041,mesna 400 mg/4 mL solution for injection (GP),20131005
620453,"mesna 600 mg/3 mL inhalation vapour, solution (GP)",20131005
373953,mesterolone 25 mg tablet (GP),20130805
792983,mestranol 50 mcg + norethisterone 1 mg coated tablet (GP),20140519
1199802,mestranol 50 mcg + norethisterone 1 mg tablet (GP),20210813
832568,metadoxine 300 mg/5 mL solution for injection (GP),20140803
374066,metadoxine 500 mg tablet (GP),20130805
620509,metadoxine 500 mg/15 mL syrup (GP),20170819
733704,metformin hydrochloride 1 g + rosiglitazone 2 mg tablet (GP),20140202
647488,metformin hydrochloride 1 g + saxagliptin 2.5 mg prolonged-release tablet (GP),20131005
647435,metformin hydrochloride 1 g + saxagliptin 5 mg prolonged-release tablet (GP),20131005
1192931,metformin hydrochloride 1 g + sitagliptin 100 mg modified-release tablet (GP),20210703
351901,metformin hydrochloride 1 g + sitagliptin 50 mg film-coated tablet (GP),20130805
1192996,metformin hydrochloride 1 g + sitagliptin 50 mg modified-release tablet (GP),20210703
333826,metformin hydrochloride 1 g + vildagliptin 50 mg film-coated tablet (GP),20130805
337235,metformin hydrochloride 1 g film-coated tablet (GP),20130805
337359,metformin hydrochloride 1 g prolonged-release tablet (GP),20130805
733743,metformin hydrochloride 500 mg + rosiglitazone 2 mg tablet (GP),20140202
733789,metformin hydrochloride 500 mg + rosiglitazone 4 mg tablet (GP),20140202
647529,metformin hydrochloride 500 mg + saxagliptin 5 mg prolonged-release tablet (GP),20131005
351964,metformin hydrochloride 500 mg + sitagliptin 50 mg film-coated tablet (GP),20130805
333888,metformin hydrochloride 500 mg + vildagliptin 50 mg film-coated tablet (GP),20130805
696843,metformin hydrochloride 500 mg film-coated tablet (GP),20170819
231927,metformin hydrochloride 500 mg tablet (GP),20130805
337407,metformin hydrochloride 750 mg prolonged-release tablet (GP),20130805
230679,metformin hydrochloride 850 mg + pioglitazone 15 mg film-coated tablet (GP),20130805
352026,metformin hydrochloride 850 mg + sitagliptin 50 mg film-coated tablet (GP),20130805
333928,metformin hydrochloride 850 mg + vildagliptin 50 mg film-coated tablet (GP),20130805
303812,metformin hydrochloride 850 mg film-coated tablet (GP),20130805
231962,metformin hydrochloride 850 mg tablet (GP),20130805
1232973,methadone hydrochloride 1 mg/1 mL oral solution (GP),20220428
1146672,methadone hydrochloride 10 mg/30 mL syrup (GP),20200601
916096,methadone hydrochloride 15 mg/15 mL oral solution (GP),20150316
1146746,methadone hydrochloride 15 mg/30 mL syrup (GP),20200601
1268876,methadone hydrochloride 2 mg/1 mL oral solution (GP),20230617
916110,methadone hydrochloride 20 mg/15 mL oral solution (GP),20150316
1146812,methadone hydrochloride 20 mg/30 mL syrup (GP),20200601
916134,methadone hydrochloride 25 mg/15 mL oral solution (GP),20150316
916152,methadone hydrochloride 30 mg/15 mL oral solution (GP),20150316
1146883,methadone hydrochloride 30 mg/30 mL syrup (GP),20200601
916175,methadone hydrochloride 35 mg/15 mL oral solution (GP),20150316
916199,methadone hydrochloride 40 mg/15 mL oral solution (GP),20150316
1146952,methadone hydrochloride 40 mg/30 mL syrup (GP),20200601
535799,methadone hydrochloride 5 mg tablet (GP),20130914
916054,methadone hydrochloride 5 mg/15 mL oral solution (GP),20150316
1146601,methadone hydrochloride 5 mg/30 mL syrup (GP),20200601
933895,methadone hydrochloride 5 mg/5 mL oral solution (GP),20150503
752644,methadone hydrochloride 5 mg/5 mL syrup (GP),20190301
916077,methadone hydrochloride 50 mg/5 mL oral solution (GP),20190301
889393,methadone hydrochloride 50 mg/5 mL syrup (GP),20190301
743917,methenamine 120 mg + methylthioninium chloride 120 mg + potassium nitrate 60 mg coated tablet (GP),20140304
370224,methocarbamol 250 mg + phenylbutazone 100 mg tablet (GP),20130805
384108,methocarbamol 500 mg film-coated tablet (GP),20130805
239550,methocarbamol 500 mg tablet (GP),20130805
216782,methotrexate 1 g/10 mL solution for injection (GP),20150805
1183693,methotrexate 1 mcg/0.25 mL solution for injection (GP),20210331
216795,methotrexate 10 mg tablet (GP),20130627
862347,methotrexate 2.5 mg film-coated tablet (GP),20141118
216822,methotrexate 2.5 mg tablet (GP),20130627
216846,methotrexate 5 g/50 mL solution for injection (GP),20150805
216851,methotrexate 5 mg tablet (GP),20130627
216879,methotrexate 50 mg/2 mL solution for injection (GP),20150603
216880,methotrexate 50 mg/5 mL solution for injection (GP),20150817
216898,methotrexate 500 mg/20 mg solution for injection (GP),20150805
216908,methotrexate 500 mg/5 mL solution for injection (GP),20150805
372763,methoxsalen 10 mg tablet (GP),20130805
510410,methoxsalen 10 mg/1 mL cutaneous solution (GP),20130830
752470,methoxsalen 10 mg/100 mL cutaneous solution (GP),20140324
923218,methoxsalen 100 mg/100 g cream (GP),20150404
752573,methoxsalen 100 mg/100 mL cutaneous solution (GP),20140324
752525,methoxsalen 30 mg/100 mL cutaneous solution (GP),20140324
970261,methoxsalen 50 mg/100 g cream (GP),20160104
510362,methoxsalen 750 mg/100 mL cutaneous solution (GP),20130830
815759,methoxy polyethylene glycol-epoetin beta 100 mcg/0.3 mL solution for injection (GP),20170302
833162,methoxy polyethylene glycol-epoetin beta 100 mcg/1 mL solution for injection (GP),20170302
815802,methoxy polyethylene glycol-epoetin beta 120 mcg/0.3 mL solution for injection (GP),20170302
815856,methoxy polyethylene glycol-epoetin beta 150 mcg/0.3 mL solution for injection (GP),20170302
833060,methoxy polyethylene glycol-epoetin beta 200 mcg/0.3 mcL solution for injection (GP),20170302
833213,methoxy polyethylene glycol-epoetin beta 200 mcg/1 mL solution for injection (GP),20170302
833115,methoxy polyethylene glycol-epoetin beta 250 mcg/0.3 mL solution for injection (GP),20170302
832961,methoxy polyethylene glycol-epoetin beta 30 mcg/0.3 mL solution for injection (GP),20170302
833018,methoxy polyethylene glycol-epoetin beta 360 mcg/0.6 mL solution for injection (GP),20170302
815650,methoxy polyethylene glycol-epoetin beta 50 mcg/0.3 mL solution for injection (GP),20170302
833266,methoxy polyethylene glycol-epoetin beta 50 mcg/1 mL solution for injection (GP),20170302
815700,methoxy polyethylene glycol-epoetin beta 75 mcg/0.3 mL solution for injection (GP),20170302
1167877,"methoxyflurane 99.9 g/100 g inhalation vapour, liquid (GP)",20201202
823929,methyl salicylate 10.2 g/100 g cream (GP),20140721
1036212,methyl salicylate 100 mL/100 mL cutaneous solution (GP),20180805
1275796,methyl salicylate 12 g/100 g cream (GP),20230715
952696,methyl salicylate 12.5 g/100 g cream (GP),20150703
728199,methyl salicylate 14 g/100 g cream (GP),20140118
701308,methyl salicylate 15 mL/100 g cream (GP),20140118
823235,methyl salicylate 16.8 g/100 g cream (GP),20140721
946412,"methyl salicylate 17.1 mg/100 mL cutaneous spray, ointment (GP)",20150601
816107,methyl salicylate 17.7 g/100 g cream (GP),20140616
893834,methyl salicylate 25 g/100 g ointment (GP),20150202
916666,methyl salicylate 260 g/1 kg ointment (GP),20150316
1034205,methyl salicylate 35 mL/100 mL cutaneous solution (GP),20180702
1034251,methyl salicylate 36 mL/100 mL cutaneous solution (GP),20180702
977856,methyl salicylate 50 mL/100 g ointment (GP),20160321
706507,methyl salicylate ointment (GP),20140118
956448,"methylcellulose 2 g/100 mL eye drops, solution (GP)",20150805
956392,"methylcellulose 500 mg/100 mL eye drops, solution (GP)",20150805
231240,methyldopa 125 mg film-coated tablet (GP),20130805
231286,methyldopa 125 mg tablet (GP),20130805
231335,"methyldopa 250 mg capsule, hard (GP)",20130805
233567,methyldopa 250 mg film-coated tablet (GP),20130805
233624,methyldopa 250 mg tablet (GP),20130805
761310,methylergometrine maleate 200 mcg/1 mL solution for injection (GP),20140407
746209,methylnaltrexone bromide 12 mg/0.6 mL solution for injection (GP),20171228
934484,methylparaben 100 mg/1 mL + propylparaben 20 mg/1 mL oral solution (GP),20150503
928333,methylparaben 100 mg/100 mL + propylparaben 20 mg/100 g + sorbitol 49.98 mL/100 mL oral solution (GP),20150922
431022,methylphenidate hydrochloride 10 mg tablet (GP),20160104
534129,methylphenidate hydrochloride 18 mg prolonged-release tablet (GP),20160104
1039335,"methylphenidate hydrochloride 20 mg modified-release capsule, hard (GP)",20180915
294094,methylphenidate hydrochloride 27 mg film-coated tablet (GP),20160104
674544,methylphenidate hydrochloride 27 mg prolonged-release tablet (GP),20160104
534172,methylphenidate hydrochloride 36 mg prolonged-release tablet (GP),20160104
1039388,"methylphenidate hydrochloride 40 mg modified-release capsule, hard (GP)",20180915
1131803,methylphenidate hydrochloride 54 mg prolonged-release tablet (GP),20191115
1042127,methylprednisolone 1 g powder and solvent for solution for injection/infusion (GP),20181105
696964,methylprednisolone 1 g powder for solution for injection/infusion (GP),20190712
752869,"methylprednisolone 1 g/100 mL eye drops, solution (GP)",20190802
988094,methylprednisolone 125 mg powder and solvent for solution for injection/infusion (GP),20190712
569250,methylprednisolone 125 mg powder for solution for injection/infusion (GP),20190712
382447,methylprednisolone 16 mg tablet (GP),20130805
1201177,methylprednisolone 2 g powder and solvent for solution for injection/infusion (GP),20210901
569324,methylprednisolone 2 g powder for solution for injection/infusion (GP),20190712
685705,methylprednisolone 4 mg tablet (GP),20140104
569369,methylprednisolone 40 mg powder for solution for injection/infusion (GP),20190712
569115,methylprednisolone 40 mg/1 mL suspension for injection (GP),20131005
1201257,methylprednisolone 500 mg powder and solvent for solution for injection/infusion (GP),20210901
697017,methylprednisolone 500 mg powder for solution for injection/infusion (GP),20190712
345367,"methyltestosterone 10 mg capsule, hard (GP)",20130805
297583,methyltestosterone 10 mg coated tablet (GP),20130805
374256,methyltestosterone 25 mg tablet (GP),20130805
1037108,methylthioninium chloride 1 g/100 mL cutaneous solution (GP),20180805
752766,methylthioninium chloride 1 g/100 mL solution for injection (GP),20140324
900109,methylthioninium chloride 10 mg/1 mL solution for infusion (GP),20150218
717701,methylthioninium chloride 10 mg/1 mL solution for injection (GP),20140118
786901,methylthioninium chloride 20 mg + potassium nitrate 60 mg coated tablet (GP),20140504
902185,methylthioninium chloride 3 g/100 mL concentrate for cutaneous solution (GP),20150228
752811,methylthioninium chloride 5 g/100 mL solution for injection (GP),20140324
754636,methylthioninium chloride 50 mg/1 mL solution for injection (GP),20140407
752713,"methylthioninium chloride 60 mg capsule, hard (GP)",20140324
525045,"metipranolol 100 mg/100 mL + pilocarpine 2 g/100 mL eye drops, solution (GP)",20130914
321247,metoclopramide hydrochloride 10 mg tablet (GP),20130805
569617,metoclopramide hydrochloride 10 mg/2 mL solution for injection (GP),20160103
1268946,metoclopramide hydrochloride 100 mcg/1 mL oral solution (GP),20230617
621009,"metoclopramide hydrochloride 5 mg/5 mL oral drops, solution (GP)",20131005
990470,metoclopramide hydrochloride 5 mg/5 mL oral suspension (GP),20160703
620578,metoclopramide hydrochloride 5 mg/5 mL syrup (GP),20131005
1269013,metoclopramide hydrochloride 500 mcg/1 mL oral solution (GP),20230617
262114,metoprolol succinate 47.5 mg prolonged-release tablet (GP),20200801
262069,metoprolol succinate 95 mg prolonged-release tablet (GP),20200801
569999,metoprolol tartrate 1 mg/1 mL solution for injection (GP),20131005
372927,metoprolol tartrate 100 mg film-coated tablet (GP),20130805
261810,metoprolol tartrate 100 mg tablet (GP),20130805
273398,metoprolol tartrate 200 mg film-coated tablet (GP),20130805
375668,metoprolol tartrate 50 mg tablet (GP),20130805
510468,metronidazole 1 g/100 g cutaneous solution (GP),20130830
864834,metronidazole 1 g/100 g gel (GP),20141123
999538,metronidazole 20 mg/1 mL oral suspension (GP),20161203
366507,"metronidazole 200 mg capsule, hard (GP)",20130805
327063,metronidazole 200 mg film-coated tablet (GP),20130805
341111,metronidazole 200 mg tablet (GP),20130805
376420,metronidazole 200 mg vaginal tablet (GP),20130805
621153,metronidazole 200 mg/5 mL oral suspension (GP),20131005
250569,"metronidazole 250 mg capsule, hard (GP)",20130805
376483,metronidazole 250 mg coated tablet (GP),20130805
250609,metronidazole 250 mg tablet (GP),20130805
1269078,metronidazole 40 mg/1 mL oral suspension (GP),20230617
327118,metronidazole 400 mg film-coated tablet (GP),20130805
376006,metronidazole 400 mg tablet (GP),20130805
376579,metronidazole 500 mg tablet (GP),20130805
520619,metronidazole 500 mg/100 mL solution for infusion (GP),20130914
1203388,metronidazole 750 mg + miconazole nitrate 200 mg pessary (GP),20210930
733855,metronidazole 750 mg + miconazole nitrate 200 mg vaginal tablet (GP),20160904
661363,metronidazole 750 mg/100 g gel (GP),20131102
367500,mianserin 10 mg film-coated tablet (GP),20130805
378942,mianserin 10 mg tablet (GP),20130805
368078,mianserin 30 mg film-coated tablet (GP),20130805
379140,mianserin 30 mg tablet (GP),20130805
659628,micafungin 50 mg powder for solution for infusion (GP),20131102
953041,miconazole 1 g/100 g + triamcinolone acetonide 20 mg/100 g cream (GP),20150703
772863,"miconazole 1 g/100 mL eye drops, solution (GP)",20140407
510531,miconazole 2 g/100 g cream (GP),20130830
644409,miconazole 2 g/100 g oral gel (GP),20131005
512103,miconazole nitrate 2 g/100 g + triamcinolone acetonide 100 mg/100 g cream (GP),20200801
756706,miconazole nitrate 2 g/100 g + triamcinolone acetonide 200 mg/100 g cream (GP),20160904
880177,miconazole nitrate 2 g/100 g cream (GP),20150105
826617,miconazole nitrate 2 g/100 g oral gel (GP),20200801
533938,midazolam 15 mg film-coated tablet (GP),20130914
829971,midazolam 15 mg tablet (GP),20140803
534036,midazolam 15 mg/3 mL solution for injection (GP),20180915
533986,midazolam 5 mg/1 mL solution for injection (GP),20130914
621294,midecamycin 100 mg/5 mL powder for syrup (GP),20131005
370501,"midecamycin 200 mg capsule, hard (GP)",20130805
378840,midecamycin 200 mg tablet (GP),20130805
621343,midecamycin 200 mg/5 mL granules for syrup (GP),20131005
1005803,midodrine hydrochloride 2.5 mg tablet (GP),20170329
1037986,"midostaurin 25 mg capsule, soft (GP)",20180820
944565,mifamurtide 4 mg powder for concentrate for dispersion for infusion (GP),20150601
1011612,mifepristone 200 mg + misoprostol 200 mcg tablet (GP),20170715
1289022,mifepristone 200 mg tablet (GP),20231203
685849,miglitol 100 mg tablet (GP),20140104
685798,miglitol 50 mg tablet (GP),20140104
685910,"miglustat 100 mg capsule, hard (GP)",20140104
351363,"milnacipran 25 mg capsule, hard (GP)",20130805
351411,"milnacipran 50 mg capsule, hard (GP)",20130805
816370,milrinone 10 mg/10 mL solution for infusion (GP),20140616
1238154,milrinone 10 mg/10 mL solution for injection (GP),20220618
897138,mineral oil 10 g/100 mL oral emulsion (GP),20150218
969499,mineral oil 100 mL/100 mL cutaneous liquid (GP),20180518
1114947,mineral oil 100 mL/100 mL oral liquid (GP),20190531
977388,mineral oil 12.5 g/100 g cream (GP),20160307
972526,mineral oil 18 mL/100 g cream (GP),20160117
1030838,mineral oil 20 g/100 mL oral emulsion (GP),20180518
1030122,mineral oil 20 mL/100 mL oral suspension (GP),20180518
1205922,mineral oil 25 mL/100 mL oral emulsion (GP),20211029
915237,mineral oil 25.71 g/100 g cream (GP),20150314
515898,mineral oil 35 g/100 g + polytar 25 g/100 g bath additive (GP),20130830
980900,mineral oil 40 mL/100 mL + sodium bicarbonate 2 g/100 mL oral emulsion (GP),20160404
902768,mineral oil 50 mL/100 mL oral emulsion (GP),20150228
920758,mineral oil 50 mL/100 mL oral suspension (GP),20150404
848031,mineral oil 7.5 g/100 g bath additive (GP),20140914
818739,mineral oil 7.5 mL/15 mL oral emulsion (GP),20140705
891438,mineral oil oral liquid (GP),20150601
870648,"minerals + multivitamins capsule, soft (GP)",20141129
716442,minerals + multivitamins coated tablet (GP),20140118
716016,minerals + multivitamins film-coated tablet (GP),20140118
676018,"minerals + multivitamins oral drops, solution (GP)",20140104
675924,minerals + multivitamins syrup (GP),20140104
1170752,minocycline 2 g/100 g ointment (GP),20201217
855760,"minocycline 50 mg capsule, hard (GP)",20141019
361911,minoxidil 10 mg tablet (GP),20130805
512462,minoxidil 2 g/100 mL cutaneous liquid (GP),20130830
512347,minoxidil 2 g/100 mL cutaneous solution (GP),20130830
513227,"minoxidil 2 g/100 mL cutaneous spray, solution (GP)",20130830
378704,minoxidil 2.5 mg tablet (GP),20130805
512628,minoxidil 3 g/100 mL cutaneous solution (GP),20130830
1014563,minoxidil 4 g/100 mL cutaneous solution (GP),20170916
891486,minoxidil 4 g/100 mL cutaneous suspension (GP),20150202
773310,minoxidil 5 g/100 mL cutaneous emulsion (GP),20160605
512518,minoxidil 5 g/100 mL cutaneous solution (GP),20130830
1326618,"minoxidil 5 g/100 mL cutaneous spray, solution (GP)",20250313
361969,minoxidil 5 mg tablet (GP),20130805
1039096,minoxidil 5 mg/100 mL cutaneous solution (GP),20180831
513052,minoxidil 8 g/100 mL cutaneous solution (GP),20130830
948318,mirabegron 25 mg prolonged-release tablet (GP),20150614
948360,mirabegron 50 mg prolonged-release tablet (GP),20150614
1281684,mirogabalin 10 mg film-coated tablet (GP),20230902
1281894,mirogabalin 5 mg film-coated tablet (GP),20230902
868459,mirtazapine 15 mg orodispersible tablet (GP),20170104
424611,mirtazapine 30 mg film-coated tablet (GP),20130805
868492,mirtazapine 30 mg orodispersible tablet (GP),20141123
424757,mirtazapine 45 mg orodispersible tablet (GP),20130805
216912,misoprostol 200 mcg tablet (GP),20130627
999966,misoprostol 25 mcg/300 mcg vaginal gel (GP),20161203
685981,mitiglinide 10 mg tablet (GP),20140104
972638,mitomycin 10 mg powder for solution for injection/infusion (GP),20160128
