TMTID(GPU),FSN,CHANGEDATE
1036368,"borax 12 g/100 mL + glycerol 88 g/100 mL oromucosal solution, 450 mL bottle (GPU)",20180805
937028,"borax 12 g/100 mL oromucosal solution, 30 mL bottle (GPU)",20150503
921150,"borax 17.6 g/100 mL ear drops, solution, 15 mL bottle (GPU)",20150404
798615,"borax 2.204 mg + calcium carbonate 1.498 g + colecalciferol 2.8 mg + copper sulfate anhydrous 2.512 mg + magnesium sulfate 343.8 mg + manganese sulfate monohydrate 5.538 mg + zinc sulfate 20.588 mg film-coated tablet, 1 tablet (GPU)",20140519
1000795,"borax 3 g/100 mL + citric acid 50 mg/100 mL + resorcinol 80 mg/100 mL + salicylic acid 80 mg/100 mL + talc 12 g/100 mL + zinc oxide 550 mg/100 mL cutaneous suspension, 15 mL bottle (GPU)",20161215
1205458,"borax 3 g/100 mL + salicylic acid 800 mg/100 mL + talc 12 g/100 mL + zinc oxide 5.5 g/100 mL cutaneous suspension, 60 mL bottle (GPU)",20211029
914960,"borax 3.3 g/100 mL + resorcinol 1 g/100 mL + salicylic acid 1 g/100 mL + zinc oxide 6.6 g/100 mL cutaneous emulsion, 60 mL bottle (GPU)",20160116
980614,"borax 3.3 g/100 mL + resorcinol 1 g/100 mL + salicylic acid 1 g/100 mL cutaneous emulsion, 60 mL bottle (GPU)",20160404
1185614,"borax 5 g/100 mL + citric acid 3 g/100 mL + sulfur 3 g/100 mL + zinc oxide 5 g/100 mL + zinc sulfate 3 g/100 mL cutaneous suspension, 25 mL bottle (GPU)",20210331
988746,"boric acid 1 g/100 mL + phenol 3.2 g/100 mL + resorcinol 10 g/100 mL cutaneous solution, 30 mL bottle (GPU)",20160618
530361,"boric acid 1.2 g/100 mL + phenylephrine hydrochloride 120 mg/100 mL eye drops, solution, 15 mL bottle (GPU)",20130914
1324156,"boric acid 1.24 g/100 mL + sodium borate 20 mg/100 mL + sodium chloride 290 mg/100 mL eye lotion, 100 mL bottle (GPU)",20250215
820548,"boric acid 1.24 g/100 mL + sodium borate 20 mg/100 mL + sodium chloride 290 mg/100 mL eye lotion, 120 mL bottle (GPU)",20140705
820569,"boric acid 1.24 g/100 mL + sodium borate 20 mg/100 mL + sodium chloride 290 mg/100 mL eye lotion, 450 mL bottle (GPU)",20140705
820511,"boric acid 1.24 g/100 mL + sodium borate 20 mg/100 mL + sodium chloride 290 mg/100 mL eye lotion, 75 mL bottle (GPU)",20140705
920450,"boric acid 1.25 g/100 mL + sodium bicarbonate 1.4 g/100 mL + sodium hypochlorite 2 g/100 mL cutaneous solution, 500 mL bottle (GPU)",20150404
813556,"boric acid 1.3 g/100 mL + sodium borate 320 mg/100 mL eye drops, solution, 15 mL bottle (GPU)",20221001
813525,"boric acid 1.3 g/100 mL + sodium borate 320 mg/100 mL eye drops, solution, 7.5 mL bottle (GPU)",20221001
879683,"boric acid 1.9 g/100 mL ear drops, solution, 500 mL bottle (GPU)",20150105
973649,"boric acid 10 g ear powder, 10 g bottle (GPU)",20160129
848175,"boric acid 2 g/100 mL + chlorobutanol 20 mg/100 mL + salicylic acid 25 mg/100 mL + sodium borate 500 mg/100 mL eye lotion, 100 mL bottle (GPU)",20140914
912359,"boric acid 2.35 g/100 mL + eucalyptus oil 90 mcL/100 mL + menthol 40 mcL/100 mL + methyl salicylate 50 mcL/100 mL + thymol 60 mg/100 mL gargle/mouthwash, 450 mL bottle (GPU)",20150314
946289,"boric acid 2.5 g/100 mL gargle/mouthwash, 240 mL bottle (GPU)",20150817
946317,"boric acid 2.5 g/100 mL gargle/mouthwash, 500 mL bottle (GPU)",20150817
988542,"boric acid 3 g/100 mL + chlorhexidine gluconate 10 mg/100 mL eye lotion, 150 mL bottle (GPU)",20160618
203879,"boric acid 3 g/100 mL + ethyl alcohol 70 mL/100 mL cutaneous solution, 10 mL bottle (GPU)",20150716
201297,"boric acid 3 g/100 mL + ethyl alcohol 70 mL/100 mL cutaneous solution, 15 mL bottle (GPU)",20150716
919265,"boric acid 3 g/100 mL + ethyl alcohol 70 mL/100 mL cutaneous solution, 480 mL bottle (GPU)",20150716
973568,"boric acid 3 g/100 mL + ethyl alcohol 70 mL/100 mL ear drops, solution, 10 mL bottle (GPU)",20160129
710960,"boric acid 3 g/100 mL + glycerol 97 mL/100 mL ear drops, solution, 15 mL bottle (GPU)",20150906
958956,"boric acid 3 g/100 mL + glycerol 97 mL/100 mL ear drops, solution, 240 mL bottle (GPU)",20150910
975419,"boric acid 3 g/100 mL cutaneous solution, 120 mL bottle (GPU)",20160214
973599,"boric acid 3 g/100 mL cutaneous solution, 240 mL bottle (GPU)",20160129
975380,"boric acid 3 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20160214
966733,"boric acid 3 g/100 mL ear drops, solution, 10 mL bottle (GPU)",20151222
889703,"boric acid 3 g/100 mL ear drops, solution, 15 mL bottle (GPU)",20150202
919334,"boric acid 3 g/100 mL ear drops, solution, 20 mL bottle (GPU)",20150404
879736,"boric acid 3 g/100 mL ear drops, solution, 500 mL bottle (GPU)",20150105
919306,"boric acid 3 g/100 mL ear/eye drops, solution, 10 mL bottle (GPU)",20150404
1037652,"boric acid 3 g/100 mL eye drops, solution, 10 mL bottle (GPU)",20180805
979902,"boric acid 3 g/100 mL irrigation solution, 1 L bottle (GPU)",20160404
935915,"boric acid 3 mg/100 mL cutaneous solution, 120 mL bottle (GPU)",20150503
843418,"boric acid 6 g/100 g + salicylic acid 2 g/100 g cutaneous powder, 30 g bottle (GPU)",20140901
809433,"borneol 5 mg + camphene 5 mg + cineole 2 mg + menthol 32 mg + menthone 6 mg + pinene alpha 13.6 mg + pinene beta 3.4 mg capsule, soft, 1 capsule (GPU)",20141014
338419,"boron 1 mg + calcium 600 mg + colecalciferol 200 iu chewable tablet, 1 tablet (GPU)",20130805
795655,"boron 250 mcg + calcium carbonate 1.5 g + colecalciferol 200 iu + copper 1 mg + magnesium 40 mg + manganese 1.8 mg + zinc 7.5 mg film-coated tablet, 1 tablet (GPU)",20171011
759051,"boron 250 mcg + calcium carbonate 1.5 g + copper 1 mg + magnesium 40 mg + manganese 1.8 mg + vitamin D3 200 iu + zinc 7.5 mg film-coated tablet, 1 tablet (GPU)",20140407
200807,"bortezomib 1 mg powder for solution for injection, 1 vial (GPU)",20180113
200811,"bortezomib 3.5 mg powder for solution for injection, 1 vial (GPU)",20180113
461471,"bosentan 125 mg film-coated tablet, 1 tablet (GPU)",20130805
1266245,"bosentan 5 mg/1 mL oral suspension, 25 mL bottle (GPU)",20230617
461526,"bosentan 62.5 mg film-coated tablet, 1 tablet (GPU)",20130805
729708,"botulinum antitoxin type A 750 iu/1 mL + botulinum antitoxin type B 500 iu/1 mL + botulinum antitoxin type E 50 iu/1 mL solution for infusion, 250 mL vial (GPU)",20161003
719942,"botulinum toxin type A 100 iu powder for solution for injection, 1 vial (GPU)",20150922
720040,"botulinum toxin type A 200 iu powder for solution for injection, 1 vial (GPU)",20140118
1119791,"botulinum toxin type A 300 iu powder for solution for injection, 1 vial (GPU)",20190714
720093,"botulinum toxin type A 50 iu powder for solution for injection, 1 vial (GPU)",20140118
719990,"botulinum toxin type A 500 iu powder for solution for injection, 1 vial (GPU)",20190711
1294344,"brachiaria mutica allergen extract 14 mg/1 mL solution for skin-prick test, 5 mL bottle (GPU)",20241018
1010134,"brentuximab vedotin 50 mg powder for concentrate for solution for infusion, 1 vial (GPU)",20170616
1321106,"bretovameran 10 mcg/1 dose dispersion for injection, 0.3 mL vial (GPU)",20250118
1320520,"bretovameran 30 mcg/1 dose dispersion for injection, 0.3 mL vial (GPU)",20250118
1155661,"brexpiprazole 1 mg film-coated tablet, 1 tablet (GPU)",20200801
1155753,"brexpiprazole 2 mg film-coated tablet, 1 tablet (GPU)",20200801
1155846,"brexpiprazole 4 mg film-coated tablet, 1 tablet (GPU)",20200801
1250814,"brexpiprazole 500 mcg film-coated tablet, 1 tablet (GPU)",20221231
1141736,"brigatinib 180 mg film-coated tablet, 1 tablet (GPU)",20200404
1141552,"brigatinib 30 mg film-coated tablet, 1 tablet (GPU)",20200404
1141649,"brigatinib 90 mg film-coated tablet, 1 tablet (GPU)",20200404
938702,"brilliant green 224 mg/100 mL + gentian violet 224 mg/100 mL + proflavine hemisulfate 119 mg/100 mL cutaneous solution, 10 mL bottle (GPU)",20150503
1001044,"brilliant green 229 mg/100 mL + gentian violet 229 mg/100 mL + proflavine hemisulfate 114 mg/100 mL cutaneous solution, 480 mL bottle (GPU)",20161215
1000965,"brilliant green 229 mg/100 mL + gentian violet 229 mg/100 mL + proflavine hemisulfate 114 mg/100 mL cutaneous solution, 60 mL bottle (GPU)",20161215
895024,"brilliant green 500 mg/100 mL + ethyl alcohol 50 mL/100 mL + gentian violet 500 mg/100 mL cutaneous solution, 50 mL bottle (GPU)",20150202
1219671,"brimonidine tartrate 100 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20211230
655069,"brimonidine tartrate 150 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20200227
1002285,"brimonidine tartrate 200 mg/100 mL + brinzolamide 1 g/100 mL eye drops, suspension, 5 mL bottle (GPU)",20170114
526756,"brimonidine tartrate 200 mg/100 mL + timolol 500 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20180202
655011,"brimonidine tartrate 200 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20180202
522801,"brinzolamide 1 g/100 mL + timolol 500 mg/100 mL eye drops, suspension, 5 mL bottle (GPU)",20130914
780397,"brinzolamide 1 g/100 mL eye drops, suspension, 5 mL bottle (GPU)",20170629
1106049,"brodalumab 210 mg/1.5 mL solution for injection, 1.5 mL prefilled syr (GPU)",20190411
1190122,"brolucizumab 27.6 mg/0.23 mL solution for injection, 0.23 mL vial (GPU)",20210513
1321792,"brolucizumab 8.4 mg/0.07 mL solution for injection, 0.07 mL prefilled syr (GPU)",20250201
533407,"bromazepam 1.5 mg tablet, 1 tablet (GPU)",20130914
533453,"bromazepam 3 mg tablet, 1 tablet (GPU)",20130914
813637,"bromfenac sodium hydrate 100 mg/100 mL eye drops, solution, 5 mL bottle (GPU)",20221001
541955,"bromhexine hydrochloride 2 mg/1 mL solution for injection, 100 mL vial (GPU)",20160118
541836,"bromhexine hydrochloride 2 mg/1 mL solution for injection, 2 mL ampoule (GPU)",20160118
596089,"bromhexine hydrochloride 2 mg/5 mL + brompheniramine maleate 1 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
591294,"bromhexine hydrochloride 2 mg/5 mL + guaifenesin 50 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
591605,"bromhexine hydrochloride 2 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL syrup, 3.8 L gallon (GPU)",20131005
591633,"bromhexine hydrochloride 2 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL syrup, 50 mL bottle (GPU)",20131005
591468,"bromhexine hydrochloride 2 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
591577,"bromhexine hydrochloride 2 mg/5 mL + potassium guaiacolsulfonate 250 mg/5 mL syrup, 100 mL bottle (GPU)",20131005
307029,"bromhexine hydrochloride 4 mg + dextromethorphan hydrobromide 20 mg + guaifenesin 200 mg tablet, 1 tablet (GPU)",20130805
268010,"bromhexine hydrochloride 4 mg + dextromethorphan hydrobromide 7.5 mg coated tablet, 1 tablet (GPU)",20130805
382916,"bromhexine hydrochloride 4 mg + guaifenesin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
267946,"bromhexine hydrochloride 4 mg + guaifenesin 100 mg tablet, 1 tablet (GPU)",20130805
594055,"bromhexine hydrochloride 4 mg/5 mL + brompheniramine maleate 2 mg/5 mL + guaifenesin 100 mg/5 mL + phenylephrine hydrochloride 5 mg/5 mL syrup, 60 mL bottle (GPU)",20160104
622485,"bromhexine hydrochloride 4 mg/5 mL + brompheniramine maleate 2 mg/5 mL + guaifenesin 50 mg/5 mL + paracetamol 150 mg/5 mL + phenylephrine hydrochloride 5 mg/5 mL syrup, 60 mL bottle (GPU)",20160104
596036,"bromhexine hydrochloride 4 mg/5 mL + brompheniramine maleate 2 mg/5 mL + pseudoephedrine hydrochloride 30 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
609177,"bromhexine hydrochloride 4 mg/5 mL + dextromethorphan hydrobromide 7.5 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
614084,"bromhexine hydrochloride 4 mg/5 mL + diphenhydramine hydrochloride 4 mg/5 mL + guaifenesin 50 mg/5 mL oral solution, 60 mL bottle (GPU)",20131005
591130,"bromhexine hydrochloride 4 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 120 mL bottle (GPU)",20131005
794639,"bromhexine hydrochloride 4 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 125 mL bottle (GPU)",20140519
1296919,"bromhexine hydrochloride 4 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 200 mL bottle (GPU)",20240501
591169,"bromhexine hydrochloride 4 mg/5 mL + guaifenesin 100 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
591508,"bromhexine hydrochloride 4 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL oral liquid, 60 mL bottle (GPU)",20131005
591218,"bromhexine hydrochloride 4 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL syrup, 120 mL bottle (GPU)",20131005
591241,"bromhexine hydrochloride 4 mg/5 mL + potassium guaiacolsulfonate 200 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
593007,"bromhexine hydrochloride 4 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
593421,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 1 L bottle (GPU)",20131005
592444,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 100 mL bottle (GPU)",20131005
591793,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 120 mL bottle (GPU)",20131005
794660,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 125 mL bottle (GPU)",20140519
592284,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 3.8 L gallon (GPU)",20131005
591729,"bromhexine hydrochloride 4 mg/5 mL oral liquid, 60 mL bottle (GPU)",20131005
1034312,"bromhexine hydrochloride 4 mg/5 mL oral solution, 3.6 L gallon (GPU)",20180702
592808,"bromhexine hydrochloride 4 mg/5 mL oral solution, 3.8 L gallon (GPU)",20131005
592039,"bromhexine hydrochloride 4 mg/5 mL oral solution, 4 L bottle (GPU)",20131005
592060,"bromhexine hydrochloride 4 mg/5 mL oral solution, 60 mL bottle (GPU)",20131005
592896,"bromhexine hydrochloride 4 mg/5 mL syrup, 100 mL bottle (GPU)",20131005
1297279,"bromhexine hydrochloride 4 mg/5 mL syrup, 200 mL bottle (GPU)",20240501
591667,"bromhexine hydrochloride 4 mg/5 mL syrup, 3.8 L bottle (GPU)",20131005
592923,"bromhexine hydrochloride 4 mg/5 mL syrup, 3.8 L gallon (GPU)",20131005
592947,"bromhexine hydrochloride 4 mg/5 mL syrup, 30 mL bottle (GPU)",20131005
592557,"bromhexine hydrochloride 4 mg/5 mL syrup, 4 L gallon (GPU)",20131005
591698,"bromhexine hydrochloride 4 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
271331,"bromhexine hydrochloride 8 mg + brompheniramine maleate 4 mg + guaifenesin 100 mg + paracetamol 325 mg + phenylephrine hydrochloride 5 mg capsule, hard, 1 capsule (GPU)",20151222
263041,"bromhexine hydrochloride 8 mg + brompheniramine maleate 4 mg + guaifenesin 100 mg + phenylephrine hydrochloride 10 mg film-coated tablet, 1 tablet (GPU)",20151222
291448,"bromhexine hydrochloride 8 mg + brompheniramine maleate 4 mg + guaifenesin 100 mg + phenylephrine hydrochloride 5 mg capsule, hard, 1 capsule (GPU)",20151222
251244,"bromhexine hydrochloride 8 mg + brompheniramine maleate 4 mg + pseudoephedrine hydrochloride 60 mg tablet, 1 tablet (GPU)",20130805
483061,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg capsule, hard, 1 capsule (GPU)",20130805
465859,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg coated tablet, 1 tablet (GPU)",20130805
465816,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg film-coated tablet, 1 tablet (GPU)",20130805
308052,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg tablet, 1 tablet (GPU)",20130805
435265,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg coated tablet, 1 tablet (GPU)",20130805
748103,"bromhexine hydrochloride 8 mg + dextromethorphan hydrobromide 15 mg tablet, 1 tablet (GPU)",20140324
268150,"bromhexine hydrochloride 8 mg capsule, hard, 1 capsule (GPU)",20130805
383833,"bromhexine hydrochloride 8 mg film-coated tablet, 1 tablet (GPU)",20130805
251198,"bromhexine hydrochloride 8 mg tablet, 1 tablet (GPU)",20130805
609261,"bromhexine hydrochloride 8 mg/5 mL + dextromethorphan hydrobromide 15 mg/5 mL syrup, 120 mL bottle (GPU)",20131005
609219,"bromhexine hydrochloride 8 mg/5 mL + dextromethorphan hydrobromide 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
592714,"bromhexine hydrochloride 8 mg/5 mL oral liquid, 60 mL bottle (GPU)",20131005
592751,"bromhexine hydrochloride 8 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
906160,"bromocriptine 2.5 mg tablet, 1 tablet (GPU)",20150228
364790,"brompheniramine maleate 1 mg + paracetamol 300 mg capsule, hard, 1 capsule (GPU)",20130805
622330,"brompheniramine maleate 1 mg/5 mL + dextromethorphan hydrobromide 5 mg/5 mL + guaifenesin 50 mg/5 mL + paracetamol 120 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
596140,"brompheniramine maleate 1 mg/5 mL + dextromethorphan hydrobromide 5 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 120 mL bottle (GPU)",20131005
596172,"brompheniramine maleate 1 mg/5 mL + dextromethorphan hydrobromide 5 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
622601,"brompheniramine maleate 1 mg/5 mL + paracetamol 120 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
596456,"brompheniramine maleate 1 mg/5 mL + pseudoephedrine hydrochloride 15 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
250507,"brompheniramine maleate 12 mg + phenylephrine hydrochloride 15 mg coated tablet, 1 tablet (GPU)",20160305
265202,"brompheniramine maleate 2 mg + codeine phosphate 10 mg + pseudoephedrine hydrochloride 30 mg capsule, hard, 1 capsule (GPU)",20201217
265241,"brompheniramine maleate 2 mg + codeine phosphate 10 mg + pseudoephedrine hydrochloride 30 mg tablet, 1 tablet (GPU)",20201217
306836,"brompheniramine maleate 2 mg + dextromethorphan hydrobromide 12.5 mg + terpin hydrate 100 mg tablet, 1 tablet (GPU)",20130805
811585,"brompheniramine maleate 2 mg + dextromethorphan hydrobromide 15 mg + guaifenesin 100 mg + terpin hydrate 200 mg tablet, 1 tablet (GPU)",20140616
291597,"brompheniramine maleate 2 mg + dextromethorphan hydrobromide 15 mg + paracetamol 500 mg tablet, 1 tablet (GPU)",20130805
228341,"brompheniramine maleate 2 mg + dextromethorphan hydrobromide 5 mg + paracetamol 325 mg tablet, 1 tablet (GPU)",20130805
301540,"brompheniramine maleate 2 mg + guaifenesin 100 mg + phenylephrine hydrochloride 10 mg tablet, 1 tablet (GPU)",20200213
387472,"brompheniramine maleate 2 mg + paracetamol 225 mg + phenylephrine hydrochloride 5 mg tablet, 1 tablet (GPU)",20160104
267283,"brompheniramine maleate 2 mg + paracetamol 300 mg + phenylephrine hydrochloride 10 mg tablet, 1 tablet (GPU)",20160104
292116,"brompheniramine maleate 2 mg + paracetamol 300 mg tablet, 1 tablet (GPU)",20130805
401931,"brompheniramine maleate 2 mg + paracetamol 325 mg + phenylephrine hydrochloride 5 mg tablet, 1 tablet (GPU)",20160104
228413,"brompheniramine maleate 2 mg + paracetamol 500 mg + phenylephrine hydrochloride 5 mg tablet, 1 tablet (GPU)",20160104
261160,"brompheniramine maleate 2 mg + paracetamol 500 mg + pseudoephedrine hydrochloride 30 mg film-coated tablet, 1 tablet (GPU)",20130805
295628,"brompheniramine maleate 2 mg + paracetamol 500 mg + pseudoephedrine hydrochloride 30 mg tablet, 1 tablet (GPU)",20130805
292214,"brompheniramine maleate 2 mg + paracetamol 500 mg tablet, 1 tablet (GPU)",20130805
593829,"brompheniramine maleate 2 mg/1 mL + phenylephrine hydrochloride 2.5 mg/1 mL syrup, 15 mL bottle (GPU)",20160305
622221,"brompheniramine maleate 2 mg/15 mL + paracetamol 360 mg/15 mL + phenylephrine hydrochloride 12.5 mg/15 mL syrup, 60 mL bottle (GPU)",20131005
