SUBSID,VTMID
223365,909683
316519,884525
734306,1000776
521712,674281
809632,543958
1131423,1131468
670498,670511
519482,853850
961048,961095
748352,1206810
1313459,1313471
247634,247652
513412,513431
519623,858095
225964,226291
263693,825159
770995,849540
1234510,1261082
686807,686824
223641,220868
323869,323882
682460,682487
490839,897983
224819,222054
390549,390565
602824,779535
809613,857664
815894,815915
1208418,1208439
531387,949418
323231,775678
322695,425302
490759,932449
665824,328550
769101,246489
695315,695336
223365,715637
265032,691823
788941,788960
269192,1154517
769101,310970
531228,268533
771036,934758
225891,755129
223527,869203
934649,934677
645012,645031
223354,743337
730610,1010839
487751,488855
490759,777211
763639,1303843
521712,763061
774855,914941
255349,971066
687453,791918
659310,659334
858076,965723
811537,964091
682661,682688
734306,734323
1005772,1005793
748352,873264
519482,995987
225407,490962
894270,949795
569485,569503
399773,1051606
294060,294087
748064,967412
263693,797652
238444,238471
748064,268624
776097,876517
922983,972588
879762,886345
225901,886795
965116,996292
1170312,1170377
501709,892804
737480,737524
694077,779968
504256,915292
715174,964516
1131406,1131468
1258121,1258166
882221,882284
783526,909683
1118378,1118397
1320481,1320508
858076,304498
799110,895114
647921,647945
1002649,1321576
262599,262612
675897,677262
485337,950571
719696,881596
878814,1039943
769101,261403
645818,645839
748778,748797
576053,783865
849490,985234
748427,614614
317215,1179444
748040,965752
228990,614614
519482,857574
1002244,1023086
256170,256191
490759,798749
1189639,1189656
733373,345720
669568,669893
1167849,1167865
707949,707965
544672,544693
689970,689991
894270,894408
266469,975731
695260,422606
520688,956261
701214,701233
488838,748142
223365,845291
642902,680151
777102,784152
793890,812227
691945,691984
263693,860959
225901,958166
673917,673940
547009,547021
266469,1266877
225407,922268
764698,854423
223536,1135834
225430,222645
501709,893269
798000,798028
520688,813404
896467,896480
265032,1015035
224327,220435
322695,649221
1002620,354250
1003158,1003170
535222,1135777
1299796,1299810
688102,688125
323231,877520
225929,223088
821339,821356
748323,1200648
531228,929553
809335,854963
375079,375098
885351,1014299
894236,896357
671696,758324
488838,700245
960110,1115427
625984,840126
279539,279556
224078,221306
814506,880566
485337,1118898
652773,652794
995939,1137841
548350,548378
264049,293077
903860,903887
957038,957055
224130,221375
748064,379748
225407,843397
265032,985062
738472,785985
982001,982038
248823,248847
494129,936565
720296,720310
223251,954152
683738,683755
1106217,1106240
224452,1027997
277635,277657
685330,685353
644216,920534
758896,982038
246594,361710
1026819,1119665
1211775,1211799
435415,967420
880385,880407
338615,1042073
649039,649056
725669,1258166
784943,785032
776097,982212
1287356,1287373
742529,748797
763591,1010839
558118,578008
715174,820785
776097,1174244
665824,967431
757318,757356
858076,604777
399773,1051610
531387,932676
773518,773539
969916,1024770
756673,880165
748064,610211
809632,572294
531228,606591
707949,735658
784962,785032
963964,975691
723494,723516
771036,771062
1138251,1141356
748064,610139
225005,222240
272634,616863
223884,221093
949487,949500
934432,1221236
1219946,1219967
768179,768198
769846,769867
223845,221064
272725,476476
665824,461714
660099,1022790
490716,500966
1105840,1105886
665824,423670
225901,859439
558092,977507
225891,909683
224021,221249
748427,247424
223515,1025264
223515,797652
228990,247424
748323,1131336
224729,1032397
223280,220538
823316,823337
520753,804233
677010,1220988
225739,222936
767503,767526
730149,1034775
616837,621549
809632,771402
223948,221161
356945,1288382
225917,795463
521712,805330
1166987,1166994
225917,967505
225407,704121
317215,1154517
440260,440287
501709,892411
1226254,1226277
293049,322034
665824,973506
1246052,1246075
531387,611922
822230,822253
707949,976635
811537,596129
1322135,1322157
1130290,1130545
869149,266203
1112930,1112953
668559,1158590
775609,781658
223464,220691
691875,691899
552626,844938
699515,699570
994022,994046
665824,622311
672604,672627
1002974,1002990
999834,999852
962593,963986
998106,998123
285054,285077
533290,533316
763570,839116
666783,843920
679577,679596
643001,877169
614481,923698
272702,273754
689632,910250
506023,1018713
771619,805041
784134,934237
662320,662349
225901,855993
928604,928627
293621,335056
742529,787296
742529,851055
224583,221876
246265,246283
858990,1161188
1002318,1193963
336616,336637
531445,531466
748064,605275
1279075,1321576
225891,871870
1120556,1120560
732999,839813
224241,221470
647000,647028
279946,279967
697721,697745
487104,487127
668537,668571
224391,221685
858076,281366
964309,964321
492379,988526
646294,721693
814506,814523
224107,221347
282800,358456
495349,704454
791885,791918
758923,981595
263094,263115
658124,658148
234059,234984
435415,605908
1292410,1292434
225219,975834
224764,958329
1002743,1002762
1018587,1145377
349166,349184
1032814,1032822
530326,820498
224786,220380
246594,246616
748064,955622
858076,623704
832677,832715
224520,221811
224370,221659
520366,520384
563265,563306
742529,858198
1032920,1032977
643296,733696
224679,221967
228990,400850
223222,709220
223866,784697
223354,966307
742529,742564
758896,931879
654317,935684
678277,700638
656802,656825
980679,980698
1301864,1301886
742529,756144
961696,961727
1026531,1276441
238087,238104
255515,255536
1317876,1317933
263693,1018713
236570,236591
742529,765469
837375,977217
223543,1026565
1279121,1280944
279539,695565
317215,693854
1129517,1129538
224729,438402
1121910,1121934
854803,1002677
1196220,1196265
223543,220754
1028955,1028972
1326464,1326527
743889,985027
668281,668321
225901,775678
223222,756090
742529,994623
520688,956597
1211660,1211687
231771,929553
567909,567921
263693,766800
579224,579269
848451,848479
931965,931983
1321553,1321576
293621,293645
232713,526022
669048,672555
884663,895302
748064,967483
519482,918959
800387,800409
399773,859439
748040,591195
835633,898066
825687,825706
894270,896357
858076,605846
501709,831720
224050,221283
1026835,1026890
263353,1131336
224565,221587
744559,785032
668642,668661
804438,979960
341176,341195
223354,903548
225741,222943
834991,835013
322408,322420
536981,933249
894236,894408
738472,763061
804214,764772
335127,335143
757318,859439
224452,963993
224182,220295
744571,744661
694077,798749
696815,351891
811537,965747
964015,964043
809319,854959
974502,974525
577752,577775
1143046,1143051
738472,979960
960737,1025873
225469,917397
1011974,1011990
224646,221933
281690,281711
223527,735269
338615,795638
748064,306681
748323,781658
544672,545064
223527,759080
225407,832007
650041,972854
1279109,1321576
525287,525304
686876,686895
657500,657528
225407,491631
523437,775678
773399,951966
855424,855448
757318,781658
748323,859439
223618,220834
671696,893139
724610,1031579
225316,222530
225836,223026
236558,236591
490716,500913
575364,575386
520688,761029
738472,977507
232713,232732
560907,669893
1036797,1036811
1134135,1134157
323231,910250
223365,851055
689388,993402
228990,606591
1034747,1034775
699821,699850
742322,847438
1124681,1124702
436139,436156
858076,361660
730827,730843
758896,1283522
1032949,1170377
859210,859234
380323,380347
531228,531957
223251,732209
531114,640205
714376,714416
225513,222700
242500,255832
238444,379619
710788,614512
665824,965734
659029,659040
679481,679520
387969,387982
858076,642653
795278,795297
510153,932449
693798,877520
449794,449836
657500,972588
223354,947297
322719,322757
749045,749078
784991,785032
265032,1319185
762405,762480
776097,958075
1138279,1183284
224842,222083
225022,222264
665824,234211
269192,351288
858076,844938
567909,570797
224944,679928
814198,814216
776111,998839
944304,944327
917091,917117
757339,886795
810246,810267
819307,819324
225891,745205
1196249,1196375
742529,1018713
225843,223035
490759,920534
223558,220765
255349,995941
1121981,1122009
660918,660939
700561,700588
1148458,1148470
505827,931983
1163128,1163144
811537,261141
724131,725774
778699,778718
742529,770866
224622,221914
999834,352641
225407,654340
693798,707898
223354,799342
748323,993091
520299,520313
272610,782612
708888,902504
1049178,1049197
464804,464827
832082,832105
665824,622780
225469,771062
228990,306681
763570,970476
406835,851231
225448,222498
1160063,1160125
956080,1001712
435784,435807
929255,929272
521037,521059
648407,648424
757318,1051610
519760,519787
649191,649221
707949,960645
298138,418276
490716,490860
771730,771753
965116,1013917
525013,525032
558118,558141
224786,946735
298138,644318
272725,446878
773375,951966
673261,673344
223694,220913
748323,1018518
748040,748086
905174,905249
266183,499195
742529,966307
521712,566565
748212,967477
953812,953831
875347,875368
754118,754139
269214,910162
691945,939002
1308208,1308249
748064,748539
668268,668321
654317,739837
224729,1174082
1241038,1241055
867677,867696
1298134,1298175
223768,929405
781604,781658
710925,710941
223354,770866
263693,756144
776097,985313
1164803,1164826
840174,840220
335039,1006566
769101,958215
777102,777211
1036573,1036594
841041,841087
484622,693975
762405,879216
711756,711773
1234497,1237749
1102080,1102108
748427,614124
470299,470313
858076,266773
595593,728576
1005202,1005225
665824,965710
237620,1157450
761539,982628
558118,1031420
406835,775678
805245,805278
788682,947002
488838,1051578
990905,990922
488244,1001966
223710,220932
225033,222272
223527,820936
488263,488285
499698,718070
326701,1032234
1307514,1307533
682782,683260
602824,604868
1317064,1317086
1278845,1295653
225843,221644
223185,220351
943205,943222
316519,759033
696815,888543
744268,857574
748352,781658
671696,1051578
225901,994623
748064,623704
742529,903548
1017973,1017994
520846,520867
223365,975731
858076,494004
225411,221347
487779,514346
942286,1140860
734375,734399
775609,835013
650705,650722
877944,877963
756057,1032321
646315,682366
982381,982427
765046,661993
237620,1114087
748427,955857
647071,647092
493274,961926
660099,660132
223185,220367
263693,994623
224667,221951
487284,487307
1160426,1156558
748587,1031291
303975,303999
654317,1118015
919375,919415
533610,533634
705271,705292
1104301,1104329
1324731,1324777
223365,744015
491988,662924
1305383,1305401
765929,765940
1026819,1040424
223832,221055
245311,245330
757237,984461
692285,992406
225545,222737
954390,775335
672102,672125
837375,920432
748212,1122651
672194,673652
725648,1258166
279539,731304
669114,669133
671696,927773
944531,944554
269214,351288
704726,1185596
662897,946828
991561,294158
705341,705360
223365,910250
1301534,1301552
673773,1321576
861451,861479
265032,971499
488838,1157421
920167,1269531
223246,220442
225108,222335
510153,930354
1157394,1157409
655838,655855
237620,995956
876852,876875
848451,1189026
1307372,761029
255137,255159
1050178,1050197
1312599,1312612
707949,895007
400543,400562
770976,845624
665824,665848
1160085,1160125
523906,528892
317215,985101
1036721,1043263
1188270,1188317
748064,967372
731651,732094
1034752,711495
521712,966307
223543,1164410
406835,1308249
223536,756969
225469,920432
709905,709922
488263,765584
689388,863837
531387,531466
748212,967412
750468,750481
708680,738536
644216,946735
223527,1021172
531244,361660
225901,994337
1209942,1209961
739624,739648
1222626,1222642
225469,1269531
777333,777351
812522,812546
225469,893913
714906,714923
255279,255298
263693,263714
763639,975670
1305850,1307215
573908,573920
223222,877169
753150,753178
832789,832886
1031258,1031291
679508,680151
223639,220852
519482,1163884
699536,1177720
763570,1118996
225901,267848
707949,976690
490839,491575
224971,830223
673773,1280944
224423,221713
388388,388405
225917,795638
755954,755996
933980,934011
748064,820666
1002318,1002387
435415,605846
223527,981595
572097,572294
225469,819820
519482,1315066
687453,957017
344323,344347
224764,958227
223365,789365
523629,765226
269192,351219
695549,695565
323231,678616
230239,230273
858076,606591
316330,515089
689388,786756
531228,625899
503464,517122
520688,1303843
595593,967412
490759,793050
323212,799342
679410,1194440
776097,1178739
689632,745205
748778,777211
1110885,1110902
765046,1160435
531387,936343
567909,571025
490737,1036594
560907,673448
824332,824378
678231,1039873
854740,673940
858076,234211
748040,251179
533597,533634
717391,717410
514141,514346
685266,797652
531228,820666
1148685,1148709
223866,523056
809632,1022340
1309066,1309084
934450,1165787
719394,719413
228373,748231
576053,699850
504256,979676
255589,255602
223866,662845
293621,469765
520688,763660
503464,769674
1237063,1237085
302373,302394
689388,689405
224499,221784
858076,297389
1016820,1016865
238542,238561
224327,950456
854803,1280944
704726,798932
563541,563560
831708,831720
879762,935361
225891,757356
814506,959570
748212,967372
223558,851055
894236,1140860
858076,605908
803410,803434
223251,220474
490716,491575
223144,220314
225407,728451
858076,955717
510153,1040668
224260,221491
695260,695336
671696,823411
263693,1018518
223911,221135
531228,965752
811537,306815
777071,852632
298138,321965
705683,978205
763570,995987
534210,534234
501709,978591
523437,523459
748427,771402
692285,857664
1132751,1132779
687080,687108
254193,254210
748064,593506
1025856,1039684
226973,385611
326701,591195
748323,967533
644133,644167
424408,424420
776111,1165787
748352,994337
225407,1150176
225014,222255
225901,220731
811117,934053
521712,863270
1005512,221600
385109,1137841
488244,524825
520688,757935
660533,660551
517179,706825
732561,732601
1130274,1130316
757318,797652
832263,832285
711203,971857
828220,828265
531445,936343
668559,1104329
595593,932243
719903,719926
776111,934677
809632,946939
231771,967355
762168,776729
506023,775678
484740,484772
385109,504391
694077,872504
223752,220978
520688,988039
287314,358402
490737,490771
678914,679124
679971,980971
694054,784152
691966,946828
316519,820936
224362,220419
564007,245952
520965,520983
783526,783588
520688,779535
225469,935083
595593,605753
994804,994827
225407,645096
521712,1031420
1170251,1170377
689632,715637
488838,885419
776111,949795
460458,460470
679508,682234
506023,886795
317289,358456
689632,755252
223768,795746
223365,910812
520688,853850
223562,954152
224406,221692
673300,673344
748212,964062
351870,351891
317215,895935
643745,643766
809293,854963
490737,820785
748064,609993
1170279,1170377
874923,874947
659594,659616
225917,775678
824690,824711
659190,659212
504256,935238
490759,941334
1010422,1010446
1121311,1121330
675472,1220988
520688,858758
748064,605753
487751,491886
490716,985101
662897,1319185
223365,757356
385109,784697
531409,531466
719696,719715
748064,954480
338615,819250
263693,769206
492379,915665
1013165,1013177
805018,1122971
225606,222802
812145,812166
225901,833831
688037,688059
783557,860764
490632,832285
738171,738192
646078,813946
709135,933933
223159,220322
535930,535953
718537,718559
758250,758278
225407,848152
323231,323254
265032,894301
741095,741114
435415,435436
1304795,1304814
701214,793195
738298,855993
668309,673448
471691,471712
731679,732025
225917,735269
707949,757990
762303,762326
838567,838598
643001,786756
742529,851231
490759,715212
223527,781658
768105,788166
643296,643310
651536,651558
225804,223003
225226,958236
595593,611980
867903,867926
714629,780782
504256,1000776
1220285,1220302
777102,869203
317215,982628
236641,236660
748778,869203
771155,934271
694077,941334
223660,220731
1033218,1033239
266469,266482
490759,490771
520688,967579
915030,915076
763570,1244130
918916,1002179
263693,781658
295967,499195
707949,941709
523104,1049960
1234510,1286493
302228,302244
223527,776021
531387,934053
679508,681788
406835,705151
837375,837399
1283611,1283630
506023,781658
901344,934341
265032,896936
1033738,1033755
680506,680523
272634,272652
854225,854423
776111,899628
765203,765226
547239,547256
576053,576076
223401,220643
224362,220474
743652,743675
708614,708633
224327,802730
658890,1100865
520688,977217
223515,338398
225891,1131336
1234497,1286019
1020911,1020995
223222,786756
748778,1021172
351261,754796
223570,220796
531228,967431
777102,1021172
520688,792027
730610,863465
675493,1126198
865912,865931
720489,720502
531409,987105
813489,896936
552626,845551
398910,398934
834229,834240
223543,1308249
293049,339498
692285,515089
621434,694335
1196905,1196922
490759,961445
812145,985494
782575,782612
758923,982038
531228,307001
323231,975806
748323,967514
816343,816362
1131304,1131336
317215,728451
691966,918260
867547,867568
224362,221616
738472,804455
266183,266203
520688,814523
756383,832886
225756,222958
510153,961445
1232607,1232624
1273302,1273325
490716,490771
689632,994337
520688,825026
1021155,1021172
854764,1002677
874574,874590
859418,913269
345708,370636
505827,505843
767746,767779
742529,799342
531228,824117
812145,1027044
748212,965747
858076,292279
758896,759033
748040,307001
223558,783588
225917,1199390
733445,733466
665824,961285
225469,756251
223354,678616
665824,261141
1244239,1244256
694077,820785
782575,793050
379592,526668
730756,730773
224327,608999
223222,855219
491864,1051226
225235,222451
225917,700588
668378,1013794
705341,963597
223377,220615
233236,233258
333738,333819
223558,748797
1138279,1141356
684192,684214
398232,398250
223205,220398
570778,570797
223558,792822
1104301,1128272
490759,872504
263693,1018600
225584,222771
1259821,1259845
225623,222825
224729,541344
701214,1154517
762621,762645
771155,934122
223354,745205
934568,934612
792619,792635
316519,951555
858076,326729
901344,1269531
224729,959279
524106,792441
1205174,1205190
225901,735269
224565,221853
916342,1101163
1299000,1299063
968310,1304117
691966,691984
223515,220731
672037,672059
225469,904655
224520,221824
858076,957381
502390,1039873
762405,934758
884663,886345
908619,908635
490716,1042808
668559,1138298
265032,1002179
517608,517620
275360,275387
1182935,1236452
326701,326729
616837,621452
764614,1028112
490759,932364
894270,1208140
648647,648668
223251,730843
715174,739075
520036,520058
602824,738536
809201,809229
675493,877111
696815,696836
534456,534473
225891,775678
657500,1315066
807681,838598
665824,967364
223222,771402
877304,877327
1105105,1105122
706548,516924
295967,769674
485300,954446
263693,910535
561626,561642
531244,306815
1009710,1009723
225469,1021172
809632,560589
520688,977507
488244,524388
435415,967449
694054,777211
718690,718711
689632,737374
1161518,1161539
807681,348185
1197371,1197392
650266,650284
673131,673154
499698,691322
829819,829835
719325,719341
223440,220670
879762,895302
323231,1131336
341176,701723
693798,788068
264049,264065
223504,265406
763639,895114
259803,259826
813489,813502
721746,721767
979291,979317
335039,821736
237620,493940
865846,865867
265032,265050
758896,820936
1160102,1261665
521847,522838
748778,789365
675723,873264
335039,662845
776097,1122971
742529,859091
224202,221436
809632,509846
1285867,1285880
809632,1163884
804438,804455
223768,929319
738298,994623
223734,220950
225469,1315066
560884,668460
901476,901495
854667,1279145
560884,792140
1179428,1179444
576919,576935
689388,888090
1327179,1327198
338615,338636
223354,975909
739885,734824
223558,609371
223781,221001
666783,845624
225891,220604
668559,1208544
717971,717992
521712,905249
519699,519718
748427,611922
660676,660695
652858,662775
710579,710598
223558,789365
756673,733840
490737,1042808
763591,799147
223365,865795
875135,875157
223591,220810
1004943,1004962
847074,1131336
238376,540270
795018,835327
250530,495298
519482,1308249
782341,782360
224066,221296
250530,250553
744559,744661
675472,989046
521712,995987
278130,278153
757339,797652
293621,1272056
940806,764772
728839,728856
811537,965768
748352,993091
1226086,1226103
708680,1308249
269214,869972
531387,810995
905190,905249
758896,981595
968310,672749
687718,687739
775728,775744
225469,818219
665824,240228
811537,328550
223734,749633
809632,552473
742529,1018518
316330,316353
228990,640205
1007922,1025873
224729,221541
671696,797328
742322,940380
934961,934988
773399,956699
775609,775678
888850,888878
531318,531339
503280,956597
490737,1034493
488838,842992
223866,220604
1324322,784152
934432,953189
499698,504391
700798,700812
225901,1030608
1234510,1234534
764755,854423
689632,789365
843494,843516
1145035,1145057
231771,235500
234194,642653
770995,985234
1117701,1117729
531114,268533
748427,612286
647604,647627
668247,668321
679508,766514
338615,799342
734306,923698
858076,858095
677960,849085
971273,971294
854803,673940
530326,530342
223558,765469
490759,820785
345501,345529
223251,220461
724597,1031579
811908,855993
954390,863412
694077,1031669
225509,222697
665824,292279
531409,936343
1002318,1160435
331121,331145
485337,992078
602824,221824
763019,1022068
1295941,1295960
621434,695336
223768,880610
954390,950674
510066,510097
316519,799342
707949,956566
691295,692855
863372,998927
918916,1043840
748323,1042617
840778,840797
499698,499717
814506,1024076
231374,231390
238638,238655
809632,831540
731512,1124219
345708,643869
265032,1174082
934432,1165787
449815,449836
671696,892675
969916,1024076
800552,800575
560924,980992
763570,1163884
887357,887374
663031,687407
491988,492398
666783,847438
224124,1001346
748352,1220151
1303392,1303411
263693,748709
826693,826714
225407,896582
227923,302762
317215,926600
518056,912337
854729,1279145
505827,1283522
225938,223090
521932,985332
223486,220712
694582,239610
250989,251024
531445,936202
503280,503308
694054,1014460
903841,903887
372737,372759
1037955,1037972
1130290,1130316
575145,575386
651417,651438
263693,847159
410450,410478
710788,608999
748778,1237966
958113,958166
766580,766607
748212,967393
756233,955452
858076,967420
531228,247424
748323,769206
517179,1185596
490759,914465
748323,913194
317215,1205436
287810,287834
719200,719228
224362,238471
488838,910162
679410,683481
668516,668571
223308,220564
665824,967454
424816,424837
223251,656303
488838,748933
757339,1042073
736268,736281
224729,951555
748212,748231
710258,502507
829032,829050
1179330,1179353
1260326,1260342
694077,1285384
675493,1000350
488244,523526
748895,748933
521712,1294411
1012834,1023055
1296789,1298020
224819,246489
655478,655497
541702,541725
854680,854861
1112365,1112383
1296568,1296581
692409,692421
670286,670303
830439,830456
644654,644677
692547,1012932
501709,892964
776097,863837
1024341,1024360
570778,571025
226973,226994
255279,934864
756768,756832
894236,1208140
316519,795638
743889,743901
505827,906950
225067,222303
568300,568328
685767,685780
694054,694110
734283,749078
764273,764294
689632,775678
602824,923698
223365,755129
806750,806778
665824,302394
691966,894408
531445,952612
298138,744661
646078,797328
777071,1021172
317289,317301
748064,614195
763591,839116
254456,1294469
999834,220604
435415,623704
649127,649143
934599,934612
225901,743675
1295291,1295317
277977,292562
763570,1031579
490759,1031669
994469,994509
797623,1174244
225889,223074
263693,851231
689632,757356
224447,221732
1201584,1201606
644216,855219
225891,859439
225469,920180
663181,663201
521712,963986
494129,494172
773399,890557
1164391,1276441
224124,221368
223504,220367
531228,614343
317215,896582
1297042,1297061
266183,1051578
523437,1205644
238376,410478
225891,783588
786098,786112
693798,851231
891527,961727
228990,625823
732999,733053
729627,729689
530326,946669
558092,967579
758923,797652
668268,668880
595593,967393
746170,746191
757237,770866
225407,936565
1294242,1294288
501709,506735
704790,704816
504256,1185596
263693,832715
814506,1024069
885351,1000776
506551,506579
493699,684504
853809,979761
490759,491575
997003,997026
646475,646499
899556,899628
956080,956108
854803,1321576
224391,220765
874854,874877
742529,910535
680421,680445
224362,736281
263693,858302
811537,967393
670422,670446
1278845,1297930
229089,229101
763570,853850
1263149,1263165
265032,1124219
224468,221750
531649,1030683
1264004,1264027
1117045,1117050
1117013,1117078
1117032,1117084
1149315,1149362
1147956,1147960
1177921,1177966
1205721,1205560
1211995,1211930
1211866,1211878
1234069,1234082
1241126,1241135
1279925,1279939
1280084,1280148
1280097,1280153
1280107,1280169
1280111,1280176
1280124,1280182
1280130,1280195
1279902,1279918
1280202,1280260
1280218,1280273
1280225,1280287
1280239,1280294
1280241,1280304
1280256,1280315
1279871,1279885
1279941,1280013
1279956,1280021
1279960,1280032
1279973,1280045
1279987,1280050
1279994,1280066
1280009,1280078
1281414,1281511
1281422,1281524
1281433,1281530
1281446,1281548
1281405,1281507
1281479,1281576
1281480,1281582
1281498,1281595
1281451,1281553
1281467,1281569
1279892,1281609
1281361,1281613
1281374,1281621
1281388,1281632
1281390,1281645
1288981,1288999
1289005,1289014
1305455,1305377
1286832,1286845
1314887,1314446
