SUBSID,VTMID
642902,642925
761283,761306
809293,854959
1245033,1245051
934599,952829
1118977,1118996
521712,1242374
225407,510097
748778,755996
490759,821736
225051,222293
757237,830223
519482,972588
226372,226393
331262,331289
520688,677918
825687,825781
842842,844219
849139,849156
748064,967420
1299044,1299063
763570,814523
265169,952988
262935,262957
223222,643038
767746,831540
881304,881327
520688,972143
224729,992406
520688,982427
517179,517216
223558,755996
693798,1042617
269128,330285
795722,675320
841060,841136
811091,811138
696815,237341
499698,700245
765203,1013219
705683,978074
1041410,1041434
778858,778870
795087,795104
223768,843920
878281,878309
748323,748375
567881,567921
687453,765469
505827,915903
254473,1036745
1002318,1002339
776111,894301
655292,655318
1316718,1316739
748064,622311
225407,705631
646565,646583
225469,849540
223354,1042617
787404,1106240
809613,992406
744268,1134671
225597,221637
669727,669743
490737,843920
954553,954576
225469,953923
236799,239699
842963,842992
505051,505079
692285,514442
676999,677703
734306,924019
843494,956794
224701,220754
811537,965775
536981,568219
651185,651205
715174,715212
560884,672932
1234497,1278866
531228,964091
788703,707138
530326,912337
225901,678616
704863,704885
224021,221254
560884,669599
858990,859015
263693,1237966
901901,675320
679508,679520
665824,625720
1295630,1297930
274757,274774
1131447,1131468
811537,965706
748212,964164
521712,1118996
733030,733053
1008925,1008941
224701,805278
948285,948302
488838,758324
1111566,1111606
1283132,1283215
533578,255298
681703,682544
263693,742564
863372,950674
1234510,1295653
869051,869203
487751,497598
858076,1112884
776111,1122971
246265,454306
737507,737524
487751,704121
748323,957807
668247,669133
323231,1262712
710788,946522
223866,691322
691295,517122
544127,544143
225392,1324457
1052543,678616
492379,757990
382410,569557
748323,989154
689319,976516
696815,337584
884663,905249
261783,261806
943752,943775
644216,1043534
763591,1134671
746266,746284
560907,672670
757318,940823
265169,291203
225917,994623
491864,498848
225448,220749
1034752,1040080
854729,673940
299421,299445
595593,693245
784498,784511
223365,910535
502390,892411
846285,994623
748427,499937
748427,500540
691295,740650
777071,932551
738472,1031420
531114,535128
223354,781658
858076,606377
225891,837933
225917,957807
814974,814990
502390,1039943
1278821,1297930
258427,258443
757318,851055
710258,916825
531387,936273
776111,934011
756809,756832
341176,939485
748064,306815
761539,1174244
1321511,1321576
552537,552563
518056,808125
505827,934704
1234259,1234271
721297,721311
648647,1230706
762860,762887
738298,930128
707949,934167
558092,1163884
811537,251228
301691,301712
345253,832886
700798,811138
835241,835260
1279075,1279145
225532,222728
298138,298155
323231,860959
871787,1237966
470004,470027
777643,777662
355347,1002387
881009,881021
506023,934704
858990,993402
1294300,1294328
776078,776130
490737,1027670
989226,989242
560907,1119409
323231,797652
783503,783588
391904,792977
621434,796502
1039666,1039684
298908,298920
748064,608999
1106479,1121245
225257,222479
694168,694181
225901,787296
961581,1031420
710648,710669
438378,438402
961292,1032397
531228,604868
1272127,1272143
1289955,1289972
232119,336368
224729,1001950
531228,605846
488838,488855
558118,726095
531228,697905
831984,832007
644216,949070
647403,647426
782575,867926
235473,881596
490737,795746
816900,816928
223866,692302
907959,907971
742529,797652
225917,679176
491988,1022340
225773,222970
811537,967386
520688,970476
520688,966307
228990,231645
708680,708701
223543,744101
1278845,1278866
1278558,1278570
748212,957381
679508,680988
510153,715212
724597,726095
691966,923358
488838,692302
225407,892964
794061,977414
774855,1000776
1023220,1023249
940806,940823
225469,989773
1326486,1326527
461437,461459
563709,563721
776097,776130
259937,259959
255589,357097
520688,976456
665824,626015
225407,895762
225469,932551
225203,222422
1164391,1164410
825205,825246
521712,967579
487779,1157421
748323,873264
580278,580297
668309,668321
748064,748086
339264,339286
225843,993795
762446,836725
966002,966041
227714,227733
356662,356689
858076,965710
506551,1294288
715174,798749
803130,803153
820645,820666
1298152,1298175
485337,1005370
788215,788236
490759,949070
691966,1122971
1326003,1326026
225407,823411
514141,1157421
695315,818668
742529,886795
273731,273754
263693,770866
1161824,1220893
245221,695009
223365,825159
263353,797652
223354,695874
974914,974933
858076,603047
739885,804768
228990,606377
962529,962540
782151,782180
1308188,1308249
225901,678055
679508,683481
223312,1119552
1286100,1286128
531387,987105
223171,220346
490716,490962
1234510,1261665
423658,423670
643848,643869
1144441,1144460
842874,844219
322624,322648
721601,911280
534332,534350
532689,532708
854803,1279145
225901,930128
809632,573460
675897,877111
685883,685906
695260,335056
373924,373948
748212,967449
228990,673993
223527,798593
806038,806055
832801,832886
797623,679294
224992,222238
758923,758968
762467,762480
922983,923009
224729,574337
595593,604426
223354,755996
738472,1144397
714767,714780
771036,849540
847396,847438
1102046,1117729
372737,976690
773399,883413
225891,847159
224786,1187853
265032,1165787
886309,1025264
748064,609079
784201,784238
487284,785032
854729,1321576
1278061,1278088
225407,221126
683577,683596
1182935,1234534
224772,222020
748212,965734
695260,796502
223365,797652
595593,802730
748323,678616
239521,437343
561460,680575
731679,731698
833330,833353
854667,673940
225917,855993
864627,864643
223354,975712
643745,656970
277635,681788
748323,1206810
776111,923294
763591,1022068
225120,222357
748427,500966
840848,840869
225917,220379
224803,974283
668281,669133
312662,643869
795722,880610
665824,955717
748352,748709
1258145,1258166
985378,985402
223354,757356
771619,771635
250530,818668
229748,654243
691593,1002179
763570,956261
847074,847159
223365,832715
1010894,1010936
335039,946939
521712,858758
643001,738128
533597,742658
886309,905249
519482,975662
748323,1209961
520688,1163884
238087,271464
521712,571947
731651,732025
679410,679434
255279,461714
235473,522200
671180,671200
847074,858302
996547,996568
734905,734922
225917,787296
748587,963843
669704,669743
335039,735658
1255315,1255336
652668,652681
1245940,1245964
1188121,1188145
774855,896632
858076,964062
435415,965706
748323,860764
519482,519509
518278,518297
777173,869203
317215,648051
675493,989046
602824,1155949
996478,996497
490839,490860
235473,247274
960737,1009799
854729,1280944
487751,487798
533901,533929
225469,950571
934432,959570
223558,756144
721485,842890
869149,869203
250645,250666
748212,530342
223866,1285776
654317,701723
225469,934341
1102067,1117729
766742,766800
223558,803900
265032,880495
748352,1111067
665824,625899
265032,918959
224362,221587
669466,669484
463089,540270
1105829,1105886
1196502,1196525
748323,748797
520753,780172
695928,1042617
723996,724014
616837,621605
644654,895762
531409,916390
776097,949795
686375,686399
1029115,1029136
854622,854861
223251,958236
705683,978591
316330,1021879
225901,726677
531228,371381
519482,1269531
223897,221119
224327,802642
385109,857664
872440,872504
602824,880623
757318,789365
263693,903548
335039,961631
675897,675911
968310,968347
854680,1321576
748323,1205644
1016284,1016307
224680,221979
406835,406857
558118,813404
297554,297577
763591,804233
225901,845291
225787,1004887
689388,1032321
223354,256519
757318,957807
655095,655114
521712,825026
1034752,1034775
644011,644030
887609,887621
761539,761556
490737,917397
668559,960759
228990,379748
504256,504273
225385,222609
1294203,1294288
854667,1321576
827262,994328
223472,220708
282800,358402
854315,974998
540941,540973
655095,1011990
520688,521118
1009061,1009088
1025991,1026013
519482,779535
869120,955452
1278845,1286493
269192,499937
1001852,1009799
975044,975063
225718,222915
225597,220490
720188,720208
851135,851231
558118,975662
868664,868686
519482,1134671
658124,658225
752685,786891
531228,614066
223365,859091
776097,934677
558118,975670
269694,1304117
249548,249569
434923,434947
738298,789365
230343,230362
689388,1126024
757318,873264
263693,989154
1052930,1052953
874780,874808
742529,1131336
1295630,1295653
1317347,1322980
673328,673344
317215,872504
1004361,1004894
263693,994337
223878,746039
595593,967386
1016162,1016189
748778,1018713
814506,898520
1282254,1282277
247033,967533
223969,221188
682782,682805
579248,579269
523437,858302
1317914,1317933
317215,933017
357959,357971
716139,716156
677243,677703
719114,719133
864627,665848
514141,257790
707949,961095
803793,803819
247901,247929
689632,765469
316601,316629
317215,491575
1324754,1324777
669114,673597
954390,938891
689388,782612
742529,832715
519482,674384
668537,960759
644216,644237
776097,929319
763570,858758
485300,992078
520688,1148933
1006986,1007001
223821,221040
531114,531957
748352,867030
832263,969835
678914,678933
487779,927889
847042,847159
1007922,1106498
880316,934758
263693,966307
223527,707769
748212,967355
223365,766800
521037,977507
223747,220966
877468,877520
225901,744015
707949,918260
832445,832466
934450,959570
223768,933869
249054,249077
764717,854423
855955,855993
1003664,1003686
776097,942326
742322,812166
876720,876749
531244,954480
858990,763850
225469,1118015
224729,1266877
913173,913194
225521,982628
854826,1002677
245245,245266
742529,803900
1025530,1025553
297944,297963
996864,996886
757237,1018713
490759,494172
748064,304054
711545,711566
1182935,1208544
223222,850211
991561,361192
225901,788068
804116,854423
490737,932449
858076,605275
521037,853850
996935,996957
224045,221277
685266,685284
758896,789365
771619,897983
692478,692497
1305019,1305035
224327,609993
223558,847159
229397,654449
675493,940282
1002244,1023072
323231,859091
763591,1118015
269455,269472
269562,461209
490737,1018876
675472,675515
225901,789365
773399,895007
696815,996292
735720,1170377
858076,605223
287314,287333
825222,825246
931822,982038
616837,695336
399773,858198
263693,1131336
668247,669069
890519,890557
501709,878833
938668,951966
757200,757356
654757,657724
854605,854861
867432,867450
734306,880623
283573,283594
1196208,1196375
1278845,1297656
247634,293744
225901,693854
1325983,1326026
224273,221502
255953,255976
858076,604868
379592,522789
879762,879789
518056,820785
224944,220868
231530,231553
520753,993402
519623,1135777
224729,517030
519623,519647
788800,788828
756781,756832
847090,847159
560907,560948
678231,765469
234059,234071
809595,992406
322960,322987
774855,935744
490737,739761
595593,614195
677243,677533
224729,858095
811070,811138
985321,521950
523437,757935
757339,799342
263693,860764
225647,222841
490716,500540
684768,684781
224729,1027253
1009706,1013203
224729,961631
248442,248461
842963,958483
330356,330373
225469,1043534
487751,488394
693798,797652
1123996,1124014
1196249,1196265
521712,981012
646565,833353
1034850,1034878
245221,248586
316519,316535
671696,987263
490759,739075
934450,1024069
1012909,1012932
255279,292279
225917,812034
692285,718070
757318,787296
964494,964516
858990,1139145
669048,669069
666783,985313
757237,776021
614481,626164
714831,714854
236969,517030
749195,749218
225843,220474
225787,1189026
749021,749078
1020911,1221477
223515,399794
490632,490666
811977,812034
879581,919415
224916,222152
224729,825706
894236,924953
519482,950571
710258,502319
223866,803985
1245183,1245203
882437,882459
225901,732601
1299754,1299810
531228,967393
224819,697220
293530,446878
965331,996886
731583,1027875
225469,863412
791579,791598
224327,810995
770995,985494
854928,854963
501709,935684
338615,1283522
223527,678933
854701,854861
1032965,1032996
730521,685162
854336,854423
417702,417725
537301,537329
644133,745907
762405,843920
665824,965775
399773,755996
520688,923009
224362,221644
223641,982628
580278,792822
224835,222077
225917,873264
689388,1100189
854701,1279145
533760,533787
223383,220627
696430,696453
239521,370211
224111,221352
742529,825159
650041,971857
704939,704956
742529,766800
730681,730702
683857,683874
744559,1021172
505827,506047
1321479,1321576
225469,1163884
644893,957249
996727,1020948
223515,316535
223907,1017081
246967,246980
707949,977031
225901,732094
934450,953189
326701,606320
862539,862556
699558,699570
225917,744015
687453,789365
678443,678462
687014,687033
748323,975712
894236,989014
265032,989773
717327,717343
930251,930354
777173,1021172
1007922,1007946
666435,666457
716627,716643
238883,247652
831913,835651
225407,978205
575145,575166
519482,1244130
854358,854423
1105864,1105886
665824,964117
765407,765469
734306,1185596
224315,221541
763768,1222805
530326,953330
520688,1308249
1005512,1005531
485337,775335
958099,958166
519482,578008
223354,825159
689632,940282
748064,625823
678671,759033
748427,614195
338615,1126198
224729,928966
785583,785605
804137,804233
278225,278241
858076,967454
742529,743337
940806,913194
353147,1119151
821957,821974
654317,654340
370474,370490
531387,985027
734807,734824
1160102,1237749
226449,271464
1007922,1027141
1111584,1111606
799569,799582
748778,955336
425649,425665
668559,1160125
523906,523923
509822,509846
224729,1114060
676999,989046
1312360,1312387
679508,680523
748352,989154
1199511,1199632
1199286,1199303
225891,845291
705683,992577
667050,1012852
858076,294463
515585,515603
317215,986543
282800,429265
757318,886795
525842,526668
806220,806249
248276,248295
858076,964117
454283,454306
223558,1111067
505827,1176738
765385,765469
490759,891171
692285,700245
780516,780537
519482,674281
254473,1193963
490759,739761
742529,812034
1299230,1299253
756233,756251
490759,960134
748778,678616
710047,710068
1016849,1016865
679508,755252
872440,932449
678142,975909
224327,532092
484622,484646
510153,859234
748064,604720
748323,755996
263693,775678
223354,955336
1158557,1158590
644216,1161188
490759,1014460
436063,436085
578548,578569
237620,237649
918916,1024762
730149,1040080
974347,974368
665824,278009
487751,654047
660289,660301
783503,825159
223429,220662
792268,792281
954422,923512
263693,782506
560884,673448
225177,222390
223365,903548
317215,490666
225901,1018713
237534,237552
730610,730634
876322,876346
295967,505079
742529,858302
1022393,1022412
996011,996030
811537,304054
738298,738312
665824,967449
675493,849085
1106451,1113240
521712,799147
858076,824117
236969,524134
263693,859439
890519,953459
224084,221310
491864,645096
784134,784152
645632,645650
931822,931983
228990,261141
737507,1106240
704726,704742
1121221,1121245
748212,965768
226449,463101
649808,649820
293049,355368
225469,880610
773518,975899
783416,783437
223354,877520
225407,702972
694077,1040668
224362,221600
501616,501637
522762,525651
1100664,1100686
748778,799342
316519,935361
520688,926306
858076,250096
385109,695336
245779,245798
572097,572111
223558,743337
832840,832886
519482,1010839
225337,221628
702870,702891
265032,1052504
398459,398471
501616,501721
947923,947947
788132,788166
1166408,1166420
522957,523056
223354,748709
710719,710735
714693,714714
842679,842738
734306,744015
691295,499717
224225,221458
675493,675911
886309,886345
491683,491886
1133552,1133575
643296,733200
223354,851231
869120,869203
710788,609993
687578,687597
266337,266359
695928,851231
223768,936130
515657,515880
1125236,1125258
1004927,1004962
814506,880495
748212,967496
1299777,1299810
228373,964062
748323,975777
1298110,1298175
776111,836067
771619,949070
807681,859015
245115,245136
854740,1280944
323212,616735
795018,795039
225901,797652
781435,1222805
962160,962187
223589,220806
686231,686254
694077,694110
705612,728451
748778,812034
665824,541344
345501,681653
323231,830321
731512,731531
545637,545659
812121,812166
776772,776793
351261,351288
1150153,1323204
522886,522903
758896,1042073
686616,686637
797623,693854
715869,715882
875064,875086
225521,222716
246093,406857
765046,779629
774855,935303
854826,1280944
748352,860764
646315,646336
894236,949795
272634,621605
234194,965710
488244,502319
776111,776130
533610,827075
223365,947297
360245,360266
618133,618151
1243042,1243061
998414,998433
774855,946669
894270,1165787
748352,913194
265032,922418
225891,947297
785013,785032
847884,847907
519482,1144397
224738,221998
763639,995987
263693,886795
691966,1208140
776111,953189
520688,1031420
1196208,1196265
679508,776362
874714,874733
1114416,1114437
658202,658225
1115692,1115713
1051668,1051681
485337,950674
355347,465132
223527,744101
742615,1043534
338615,1000350
568964,568986
263693,1220151
757318,1220151
748064,606377
523104,1222805
269694,269710
723879,723898
742529,957807
1025077,1025096
1299712,1299810
321210,321234
959850,959878
1295837,1295859
463456,463473
1313672,1313693
673773,673940
748323,1220151
776111,970005
904471,904492
560884,669893
718833,718851
225917,940823
710258,929020
228990,240228
748352,993585
521529,521540
224729,1114087
225901,755996
962593,970550
921465,923512
734306,971499
223673,220899
526288,526300
505827,931879
520688,1054808
558118,763061
809390,854959
379592,522838
730891,975810
858076,552563
693812,693854
223251,991588
399773,1220151
454882,454905
223527,795463
880938,880955
224327,855219
265032,1030608
797623,1177720
665824,379748
894270,924953
602824,625720
721485,721503
224452,331546
223907,891280
1038847,1038868
263693,1200648
757200,851055
488244,488394
490759,946624
263693,913194
265032,960645
668559,1106498
956513,1221236
225469,1027044
293049,465132
542953,542976
678671,765469
558118,785985
996105,996122
236558,1288213
1294177,1294288
225675,222873
523104,753227
854764,1279145
668559,1039684
671696,771977
803959,803985
917366,917397
520688,738536
223365,742564
691966,976345
854826,1321576
247033,247051
755172,755193
223515,700588
721485,794088
854764,854861
235473,697905
463089,545064
1175970,1175991
224729,935238
490759,694110
236969,493940
223365,760586
572273,572294
506023,737374
531244,247509
490737,500913
490737,779968
650535,650557
255515,1001712
225316,221616
757318,1051606
610044,910812
236429,1015035
519550,805330
1283178,1283215
691966,885636
748064,640251
757318,822501
643001,740576
772624,772648
1278845,1327048
692974,692990
788703,788726
514063,995960
822572,1028288
693492,693519
223706,220921
520688,1244130
1161824,1161853
1278845,1286019
317215,500966
879581,879608
223768,985313
804116,764772
225407,935303
324926,324942
654317,892513
776097,894301
247033,330285
223279,220529
225901,757356
323231,770866
510153,789558
530326,958291
661424,661448
228990,961285
861451,484370
519482,920180
1143046,1156558
488838,796502
225901,910812
531421,946522
643745,654243
228990,267161
673288,673344
1003812,1003831
351870,647269
1221567,1221580
919375,707769
338615,982038
809467,854963
426326,426342
790360,790387
669048,669133
561690,561711
691966,953189
224729,1021879
520688,804233
223866,1039873
757318,775678
505827,982038
668309,560948
804214,804233
223354,847159
265032,1043840
1026874,1026890
854680,1279145
490759,1285384
714503,714526
531244,824117
225901,830223
1032965,1170377
691749,691765
536981,537006
574940,574964
238245,238266
731583,571947
966002,1230706
224315,696183
568046,568067
625984,626015
686093,686119
1004943,1025927
699821,699911
223354,851055
490759,510097
943331,943354
293049,1232355
748427,501560
837103,902233
488838,516354
527659,527671
692612,692631
225424,222632
335039,662775
854740,1321576
689319,1049960
809319,854963
748323,1018600
322735,1106240
725624,1258166
317215,998839
776111,942326
426077,426096
223558,700693
875208,875220
835066,835084
228990,456879
758896,758968
563283,563306
775609,786815
490737,798749
756673,756694
453082,453105
490759,956566
520688,734663
224362,379619
322408,654449
764755,764772
233774,285792
965116,965137
228990,294463
748064,604868
225407,833353
1018560,1205644
542953,543958
1293724,1293748
228990,596129
488838,760950
672314,672333
224729,922418
740388,740405
531228,693245
225901,1042073
748427,1242201
793508,793520
748427,625899
804438,866185
1120283,1120306
265032,935238
858076,604426
621434,621452
1196352,1196375
237620,524134
675493,676127
225668,222860
763222,763246
783557,783588
854315,854423
531228,794618
1261069,1261082
533578,469932
748064,811563
225469,980890
338615,678055
224481,221778
323212,797652
487779,487798
918916,691823
686029,686040
1150153,1150176
487779,488285
249771,944622
531445,987105
1192129,1192140
265032,952114
668559,1182957
224596,221882
233364,233386
223543,795463
1102046,1102108
236429,236440
223354,748797
953812,976908
520688,1010839
715174,780172
223222,738128
224362,220783
858076,967355
811537,267848
649975,1013804
1193738,1193755
646294,646336
742529,1111067
224729,1018876
906125,906141
882266,882284
894270,989014
485337,1122651
748352,1205644
263693,855993
1020365,1020383
757318,913194
223233,220435
490716,748443
774855,1040022
1256154,1256177
1321498,1321576
705341,928966
225328,222548
832829,832886
1231332,1231350
510153,494172
915053,915076
225891,760586
338615,931879
501709,756694
224549,221830
254456,765067
748212,965723
708447,1031420
1294226,1294288
705683,976635
490839,739761
868831,868854
881124,881148
764633,764772
860614,860764
347904,347927
811537,622311
743889,786891
1043957,1043974
1119649,1119665
320320,320349
863994,864016
560907,669133
223527,758968
731651,731698
223768,812166
317215,914941
223214,220426
323212,877111
519274,519290
531318,1014782
832237,832285
490716,494004
748064,614287
794911,794953
490839,946669
355347,355368
272702,446878
510153,739075
520688,578008
323231,903548
259803,279556
782151,900204
1100849,1100865
776097,515880
687154,687177
520688,975670
964015,973506
526597,526610
858076,606320
797623,1051606
807495,807513
531244,455063
223365,792822
225469,1118898
262665,262683
850194,850211
666783,940380
322695,322757
595593,614512
642761,642788
517179,946431
771155,957017
671696,1039904
692801,692855
1138279,1158590
272634,694335
228801,221824
774855,980596
227311,227330
259803,361710
228990,304498
758923,759033
894236,1165787
501709,971857
1130274,1141356
668268,669069
854389,854423
710788,985234
678277,765469
1113229,1113240
665824,228325
748212,964091
779865,779883
502390,505257
533226,533242
694077,946624
663031,1001978
490759,808125
644216,953923
813489,848152
225469,869203
293049,1294469
726069,726095
675897,835786
804214,854423
490759,1040668
1102067,1102108
934432,1122971
794809,794821
620359,852632
650041,987228
1002244,1002263
665824,642653
225469,935422
1182935,1237749
679410,1259354
1160102,1278866
665824,970545
237620,523923
699536,699570
650779,1013917
773375,895007
225235,352641
689319,1049941
999834,292562
255137,461209
226580,226607
658890,658916
225917,789365
230434,958551
930312,930354
747178,747197
504256,896582
819808,819820
644216,1040668
295967,517122
531228,603624
349301,349329
646009,818112
1304635,1304657
364338,364355
912509,912521
490839,750202
1127383,1127401
1168568,1168581
846285,994337
490737,491575
228974,640251
710184,710204
652196,652219
837103,837126
978057,978205
668559,668571
675493,887293
224218,221443
766742,873264
520688,952114
225891,910812
761539,934612
668559,1128272
225407,515402
698477,698496
223396,220636
1245424,1245448
1029471,1029492
932145,932178
602824,611980
804116,804233
326701,604777
520688,1022068
558118,750410
949912,949931
521712,989046
316519,981595
988330,988353
531228,748539
490759,779968
769724,769748
1322029,1322040
223251,220490
321460,321487
722013,707487
246967,337584
757237,765469
996727,996743
223527,759033
521712,785985
665824,1158981
694077,1027670
228990,614565
389754,389777
854701,1002677
1305660,1305687
668516,960759
266183,1051226
669048,673448
758923,1283522
958533,958551
841189,841209
899980,900006
223365,871870
894270,942326
385109,621605
738472,813404
223515,1276441
642902,679835
224434,221721
698892,698918
521712,558141
669568,669599
731358,731370
724131,724154
323231,859439
223185,220379
225112,222342
531649,936202
225407,939485
224362,221208
679900,679928
705683,921800
463089,463101
1203678,1203697
228990,967465
762467,920534
709334,709352
225917,798593
650041,992410
854605,1280944
675897,676073
1182935,1183284
506023,506047
813750,813778
323231,757356
762936,762958
841400,841428
230256,257871
764633,854423
756057,756090
854605,1321576
1177708,1177720
831913,831932
560907,668460
282800,385611
490759,510009
905174,1025264
1167311,1167330
523104,523127
531228,624064
884663,935361
225131,222361
223527,678750
980651,980698
689319,689335
225469,985494
257844,301085
805245,854423
1310366,1310384
560907,792140
263353,799342
247033,385611
1008800,1008828
797521,797652
853536,853558
653367,653380
223866,760950
684907,684924
1206945,1206966
719620,719649
224327,1303242
531244,250096
257166,257184
504256,1205436
323347,323368
269128,429265
954422,954446
853809,1006290
952432,952450
705855,953297
224803,222049
490737,694110
228801,228829
1141421,1141445
675493,675747
1317895,1317933
265032,1024076
729662,729689
223866,524825
922983,934341
694077,797131
670422,995496
323231,849615
227923,227947
520688,979761
510153,1014460
1130274,1130545
1158574,1158590
665824,285716
323231,715637
531445,802642
748212,967465
520688,769397
522114,911280
689632,830321
666783,951670
955391,955452
1234497,1236452
1001333,1001346
771619,926306
954390,814523
385109,718070
939213,939232
853809,961095
223222,1032321
224512,221807
224937,222175
918916,1174082
798564,1294288
1321451,1321576
226580,279443
223417,220658
326701,603047
651832,651850
741095,842890
223768,849540
1190292,1190318
269455,469932
983236,983258
734306,929511
676999,677197
695928,695944
530326,919415
1234497,1261665
263353,903548
223354,909683
792879,792898
730149,730165
929361,929405
1106008,1106020
1157394,748142
228990,640251
645451,645479
671696,671715
295277,295296
762422,762480
1003158,1245290
676999,1220988
860633,860764
671696,987285
811537,864984
809632,569557
837174,837190
954390,923434
237620,1114073
758896,931983
487751,702149
855739,855756
859418,859439
769983,777529
504256,932317
1032833,1032846
225901,748709
224729,767779
691966,982334
674473,674494
847953,847976
229748,495298
797597,799342
742322,1205853
1234497,1261082
668559,1130316
595593,896480
317215,935303
722013,1054808
1040407,1119665
922983,220435
354232,1002631
223866,523923
510153,912337
602824,975881
254473,661993
501709,504391
842698,842738
735028,750202
517179,932317
616837,756090
1237720,1237749
621434,818668
263693,743337
1300763,1300785
223222,740576
323231,1042617
223866,1294610
748427,975749
721601,522200
843753,843776
531421,531466
894236,953189
224107,1324457
918916,814523
1013183,1013196
853809,853850
225165,222388
649733,649751
1301387,1301409
490737,932364
774855,986543
514141,748933
669048,669893
265032,1006566
849490,873433
668309,669133
225363,222582
224857,222096
763768,763781
742529,855993
858076,967449
561626,1105263
689319,1144460
858076,622780
748352,940823
658370,658391
223349,220593
1034752,807972
648917,648938
1007922,1113240
1322869,1322882
858076,240228
520688,521749
1001333,1154540
1019835,1019857
230434,230452
226973,330285
659381,944622
755062,755129
316519,797652
880385,972143
223251,1027997
649324,649348
964494,1285384
223536,220754
858076,247509
338615,820936
225891,830321
518136,518158
574940,1051610
730545,730566
323231,994337
338615,849615
854667,854861
665824,469932
770995,953923
842679,971225
224764,221594
748323,967522
647403,648203
863372,954446
763591,853850
301765,301783
757339,757356
225469,873433
960737,1007946
742322,843920
960737,960759
1002649,1002677
748212,753227
770976,929498
1130274,1138298
741575,741608
531421,949418
317215,491631
754118,1052504
668559,1009799
934450,1221236
520688,863465
757339,775678
225469,929405
788682,788726
758923,820936
748323,1298390
874999,875017
1129517,1129615
748352,1199390
1300609,1300621
567426,567442
595593,604777
1286267,1286280
225300,222524
255349,255365
224097,221323
395089,395101
875277,875296
602824,967408
355347,662396
347083,347106
558092,785985
490737,940380
225407,1052504
665824,221685
704726,775678
225469,541509
501709,972854
689632,1142852
490759,620371
558092,558141
223768,742351
673773,1002677
704726,1308249
1283150,1283215
225407,937868
595593,955857
748212,967483
223354,859091
502390,972854
225453,222666
531228,802730
1160102,1295653
482700,482728
558092,813404
256245,256266
257774,257790
982310,982334
223734,220555
560884,669133
956773,956794
224729,979676
520688,895114
225827,223019
807681,689860
721369,721382
746601,746629
223558,903548
842679,946624
680228,680244
691966,982212
1136559,1136571
1005512,220488
224315,220731
519964,519986
263693,812034
761692,761713
942286,942326
293621,504391
748064,610063
894270,953189
738472,895114
520688,1155949
1174631,1174654
317215,491030
682782,974283
519482,970476
1036721,1159274
1304908,1304920
323231,755996
273194,273211
266183,1039904
558118,863270
223128,975852
763570,799147
262341,262360
704726,1031420
224729,732025
748064,626015
742529,748709
1039759,1039771
717182,717202
738472,738536
269214,754796
224107,1119552
223527,919415
1294634,1294652
491988,795297
856317,856338
225578,222763
326701,1303242
223222,757114
263693,830223
225392,222613
257844,257871
223515,935361
1018560,678616
748064,228325
225469,972588
520688,857574
669683,983960
710431,710454
225407,1205436
694077,932449
602824,614124
225972,523526
391904,391927
734489,734502
488244,793992
666852,666875
961292,975796
223354,1018518
225226,963993
531445,532092
1138279,1208544
224971,757356
980520,980549
644216,917397
297944,1285776
854842,854861
689388,975643
238444,378581
223354,860959
490716,879105
812121,845624
707949,953330
223768,666806
751609,751621
263693,803900
676519,676865
338615,759033
490759,852632
1020455,1020472
748064,605846
777071,784152
792949,792977
225337,222553
224107,1307215
223251,220501
224971,222217
223365,220604
224786,272652
646294,647028
646078,797407
692285,910162
644216,757114
232119,232135
785701,785729
933539,933556
846114,846133
223515,542884
263693,910812
263693,757356
506023,757356
224971,994337
1118769,1118782
224605,221895
223625,220847
225681,222887
245221,245266
675493,734573
689388,738128
854764,673940
323231,789365
225901,1220151
1043654,1043677
787404,787427
510153,844889
1327024,1327048
1004927,1025927
1278821,1278866
742615,756312
616837,929433
506023,1262712
533363,533385
742529,847159
1208004,1208027
679651,679679
223602,220823
655552,655575
572944,572963
561460,679434
878814,1309050
839752,839813
748778,1209961
776097,980890
845676,845695
265032,691615
707949,949070
642837,642859
517179,756832
794930,794953
695928,837933
226449,226465
521712,677918
905671,905692
797623,755996
943625,943641
282800,282828
859544,910952
454283,1021494
783557,814770
763639,888995
224239,221462
223365,745205
880316,941750
250530,733840
761539,1034775
228974,400850
485300,485359
781435,781457
276134,276152
223365,775678
1290334,1290352
265032,979676
854646,1321576
225359,222576
689388,709220
225901,781658
1099862,734663
964015,697220
858076,1158981
681197,681215
224729,1006566
568046,568219
709830,976908
763639,799147
487779,927773
229397,229418
1044029,1044040
352976,352995
815621,815645
323231,1142852
317215,1185596
317215,969835
531649,1014782
233774,233790
683667,683680
225469,784152
763639,1010839
225917,678750
1111794,1111815
1030872,1030893
854786,1279145
665824,624064
777071,960134
643001,756090
225901,910250
531387,946522
506023,933933
953104,1122971
225584,222785
531114,531263
238376,238395
646078,646097
758923,931983
894236,942326
228990,285716
748587,825026
832263,926600
558092,1022068
254456,255429
491683,491704
657707,657822
1121209,1121245
490759,501560
675472,676910
647160,647187
654757,654774
223866,910162
228373,943144
1317830,1317933
691593,691615
323231,737374
1177224,1177248
774855,932364
722013,923755
811117,811138
225917,1237966
1001852,1007946
809595,857664
510153,510176
1122944,1122971
668309,673597
263693,755996
224013,221231
689388,689860
519482,976456
739816,739837
1150971,1150992
233068,233081
652005,652022
561460,882459
993366,993402
654682,654703
269694,779353
